chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr12	2690974	2691218	4.33e-08	50	1.17e-09	8.07e-06	CACNA1C,CACNA1C-AS1	CACNA1C,CACNA1C-AS1,ITFG2-AS1	HAVANA,HAVANA,HAVANA
chr17	81285175	81285911	3.16e-05	43	3.73e-09	8.5e-06	SLC38A10	SLC38A10	HAVANA
chr10	44206437	44206575	1.4e-08	22	7.2e-10	8.77e-06	.	.	.
chr1	228609454	228609802	7.86e-07	37	1.83e-09	8.81e-06	.	RNA5S1,RNA5S2,RNA5S3	ENSEMBL,ENSEMBL,ENSEMBL
chr19	55677093	55677167	1.28e-06	5	3.92e-10	8.89e-06	EPN1	U2AF2,AC008735.2,EPN1	HAVANA,HAVANA,HAVANA
chr3	194985197	194985441	2.02e-07	24	1.3e-09	8.97e-06	.	.	.
chr19	53631957	53632171	1.04e-06	9	1.15e-09	8.99e-06	DPRX	RN7SL317P,DPRX	ENSEMBL,HAVANA
chr11	72686320	72686502	4.84e-06	6	9.86e-10	9.1e-06	ARAP1,ARAP1-AS1	ARAP1,ARAP1-AS1,AP003065.2	HAVANA,HAVANA,HAVANA
chr5	5651914	5652104	1.12e-06	16	1.03e-09	9.12e-06	.	.	.
chr7	151699368	151699459	1.52e-06	10	4.98e-10	9.19e-06	PRKAG2	PRKAG2	HAVANA
chr2	123687719	123687928	1.15e-06	23	1.2e-09	9.67e-06	.	.	.
chr16	88259356	88259548	1.25e-07	18	1.28e-09	1.12e-05	AC138512.1	AC138512.1	HAVANA
chr6	167175745	167175914	7.89e-07	10	1.17e-09	1.17e-05	TCP10L2	TCP10L2	HAVANA
chr2	239578056	239578262	3.93e-06	18	1.44e-09	1.17e-05	.	AC079612.1	HAVANA
chr11	63015889	63016125	3.07e-06	25	1.98e-09	1.41e-05	.	SLC22A8	HAVANA
chr11	3513243	3513480	1.81e-06	20	2.39e-09	1.69e-05	AC127526.1,AC127526.2,AC127526.4	AC127526.1,AC127526.2,AC127526.4	HAVANA,HAVANA,HAVANA
chr18	8800226	8800388	1.6e-06	17	1.71e-09	1.77e-05	MTCL1	MTCL1,AP000864.1	HAVANA,HAVANA
chr6	14282340	14282816	1.9e-06	36	5.06e-09	1.79e-05	LINC01108	LINC01108	HAVANA
chr3	129594021	129594182	1e-06	22	1.74e-09	1.82e-05	PLXND1	PLXND1,RN7SL752P	HAVANA,ENSEMBL
chr12	24902054	24902701	3.32e-05	42	7.1e-09	1.84e-05	BCAT1,AC026310.3	BCAT1,AC026310.3	HAVANA,HAVANA
chr7	2822206	2822250	1.53e-06	10	5.19e-10	1.98e-05	GNA12	GNA12	HAVANA
chr4	7371648	7371845	1.04e-06	21	2.36e-09	2.01e-05	SORCS2	SORCS2	HAVANA
chr13	75326304	75326462	4.33e-08	17	1.94e-09	2.06e-05	TBC1D4	TBC1D4	HAVANA
chr17	77354815	77354950	1.58e-06	12	1.72e-09	2.13e-05	SEPT9	SEPT9	HAVANA
chr18	23872931	23873222	2.25e-05	15	3.76e-09	2.17e-05	LAMA3	LAMA3	HAVANA
chr21	45984162	45984429	4.99e-08	54	3.85e-09	2.42e-05	COL6A1	COL6A1	HAVANA
chr3	66582758	66582952	1.85e-06	21	3.08e-09	2.67e-05	.	.	.
chr2	172253656	172253804	1.64e-06	14	2.41e-09	2.74e-05	AC104088.1	AC104088.1	HAVANA
chr19	4455142	4455244	4.05e-06	7	1.8e-09	2.96e-05	UBXN6,AC011498.6	UBXN6,AC011498.7,AC011498.6,AC011498.1	HAVANA,HAVANA,HAVANA,HAVANA
chr10	3826097	3826363	5.55e-07	24	4.83e-09	3.05e-05	.	.	.
chr16	90082251	90082515	6.99e-06	30	5.05e-09	3.22e-05	PRDM7	PRDM7	HAVANA
chr21	43758364	43758540	2.46e-06	8	3.43e-09	3.27e-05	PDXK	PDXK	HAVANA
chr11	66337471	66337699	1.41e-06	9	4.7e-09	3.46e-05	AP001107.6,BRMS1	RIN1,AP001107.6,BRMS1	HAVANA,HAVANA,HAVANA
chr2	207827483	207827788	2.68e-05	26	6.55e-09	3.61e-05	PLEKHM3	PLEKHM3	HAVANA
chr15	97521490	97521639	3.04e-06	8	3.52e-09	3.97e-05	LINC02254	LINC02254	HAVANA
chr7	2221702	2221892	1.77e-06	13	4.7e-09	4.15e-05	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr2	239274334	239274590	3.54e-06	18	6.84e-09	4.49e-05	HDAC4	HDAC4	HAVANA
chr10	8083664	8083809	3.03e-06	14	3.97e-09	4.6e-05	.	.	.
chr21	45978683	45978771	5.24e-06	9	2.62e-09	4.99e-05	.	AJ011932.1,COL6A1	HAVANA,HAVANA
chr15	63380776	63380893	4.1e-06	5	3.66e-09	5.26e-05	CA12	CA12	HAVANA
chr12	114400605	114400884	5.75e-07	25	9.09e-09	5.47e-05	TBX5	TBX5	HAVANA
chr3	12938342	12938788	1.74e-05	10	1.47e-08	5.52e-05	IQSEC1	IQSEC1	HAVANA
chr10	23098511	23098712	2.77e-05	6	6.63e-09	5.54e-05	AL139815.1,MSRB2	AL139815.1,MSRB2	HAVANA,HAVANA
chr21	17611051	17611182	3.5e-06	7	4.38e-09	5.61e-05	BTG3	BTG3,BTG3-AS1	HAVANA,HAVANA
chr2	120470123	120470197	5.13e-06	6	2.5e-09	5.68e-05	.	LINC01101	HAVANA
chr1	228622412	228622629	6.48e-06	20	7.8e-09	6.03e-05	.	RNA5S5,RNA5S6,RNA5S7,RNA5S8	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL
chr7	98306281	98306502	1.7e-05	24	8.14e-09	6.19e-05	BRI3,BAIAP2L1	BRI3,BAIAP2L1	HAVANA,HAVANA
chr13	113122795	113122962	5.21e-06	14	6.47e-09	6.51e-05	F10	F7,F10	HAVANA,HAVANA
chr19	310260	310665	2.83e-05	18	1.57e-08	6.53e-05	MIER2	MIER2,AC016588.1	HAVANA,HAVANA
chr5	964037	964185	4.24e-06	13	5.83e-09	6.61e-05	.	.	.
chr7	18770567	18770659	6.65e-06	4	3.64e-09	6.64e-05	HDAC9	HDAC9	HAVANA
chr2	239311335	239311546	4.19e-06	27	8.97e-09	7.14e-05	HDAC4	HDAC4	HAVANA
chr1	161199066	161199219	4.44e-06	12	6.91e-09	7.59e-05	NDUFS2	ADAMTS4,NDUFS2	HAVANA,HAVANA
chr2	160920886	160920958	6.88e-06	5	3.79e-09	8.85e-05	.	.	.
chr12	132838680	132838814	4.87e-06	9	7.08e-09	8.88e-05	CHFR	CHFR,RNU6-327P	HAVANA,ENSEMBL
chr1	243488554	243488694	8.87e-06	15	7.41e-09	8.89e-05	SDCCAG8,AKT3	SDCCAG8,AKT3	HAVANA,HAVANA
chr16	1746810	1747153	2.99e-05	36	1.84e-08	9e-05	MAPK8IP3	MAPK8IP3,AL031717.1	HAVANA,HAVANA
chr16	86432474	86432579	9.16e-06	12	6.67e-09	0.0001067	.	AC092327.1	HAVANA
chr16	84709992	84710008	2.59e-06	3	1.02e-09	0.000107	USP10	USP10	HAVANA
chr2	120912081	120912155	8.09e-06	6	4.77e-09	0.0001082	GLI2	GLI2	HAVANA
chr9	127977559	127977647	9.66e-06	5	6.02e-09	0.000115	FAM102A	FAM102A	HAVANA
chr15	101189229	101189356	1.02e-05	8	8.86e-09	0.0001172	CHSY1	CHSY1	HAVANA
chr19	43624087	43624305	1.1e-06	12	1.56e-08	0.0001199	CADM4	ZNF428,CADM4	HAVANA,HAVANA
chr6	167324776	167324938	6.5e-06	9	1.19e-08	0.0001235	.	TTLL2	HAVANA
chr12	132835721	132835815	1.07e-05	10	6.95e-09	0.0001241	CHFR	CHFR,RNU6-327P	HAVANA,ENSEMBL
chr6	167141233	167141319	1.02e-05	7	6.46e-09	0.0001261	.	Z94721.2,CCR6	HAVANA,HAVANA
chr12	114403779	114404246	0.001112	37	3.53e-08	0.0001268	TBX5	TBX5,TBX5-AS1	HAVANA,HAVANA
chr11	83682105	83682529	7.07e-05	10	3.4e-08	0.0001347	DLG2,AP002370.2	DLG2,AP002370.2	HAVANA,HAVANA
chr13	32824134	32824264	6.27e-06	10	1.05e-08	0.0001355	.	.	.
chr22	42770114	42770343	6.16e-06	29	1.86e-08	0.0001364	.	.	.
chr10	47322384	47322631	1.51e-05	34	2.06e-08	0.0001402	GDF2	GDF2	HAVANA
chr16	85620465	85620678	2.76e-06	27	1.86e-08	0.0001468	GSE1	GSE1	HAVANA
chr7	148434182	148434572	0.001677	14	3.5e-08	0.0001508	.	RN7SL72P	ENSEMBL
chr11	10454664	10454702	6.5e-06	6	3.53e-09	0.0001562	AMPD3	AMPD3	HAVANA
chr20	48664883	48665529	0.0001093	48	6.31e-08	0.000164	PREX1	PREX1	HAVANA
chr21	46033889	46034027	2.2e-08	13	1.38e-08	0.0001683	.	AP001476.1	HAVANA
chr5	53877172	53877383	0.002197	4	2.18e-08	0.0001735	.	AC025175.1	HAVANA
chr6	28403255	28403303	8.58e-06	4	5.1e-09	0.0001784	.	ZSCAN12	HAVANA
chr1	3423270	3423634	1.55e-05	24	3.94e-08	0.0001816	PRDM16	PRDM16	HAVANA
chr6	166541202	166541332	1.3e-05	6	1.42e-08	0.0001831	RPS6KA2	RPS6KA2	HAVANA
chr7	1567612	1568371	0.001251	45	8.28e-08	0.0001832	PSMG3	PSMG3,PSMG3-AS1	HAVANA,HAVANA
chr11	95150566	95150686	1.57e-05	9	1.33e-08	0.0001866	AP000787.1	AP000787.2,AP000787.1	HAVANA,HAVANA
chr10	79113105	79113291	7.16e-05	5	2.16e-08	0.000195	ZMIZ1	ZMIZ1	HAVANA
chr22	39292081	39292262	6.82e-06	14	2.11e-08	0.0001956	.	AL022326.1	HAVANA
chr17	61487451	61487633	1.02e-05	26	2.17e-08	0.0002007	.	TBX4	HAVANA
chr1	245363744	245363970	7.47e-06	8	2.74e-08	0.0002034	KIF26B	KIF26B	HAVANA
chr15	99997449	99997657	4.06e-06	28	2.59e-08	0.0002089	ADAMTS17	ADAMTS17	HAVANA
chr6	168384844	168385292	2.91e-05	28	5.98e-08	0.0002241	.	.	.
chr21	42366618	42366979	0.001357	11	4.95e-08	0.0002301	.	TFF1,TMPRSS3	HAVANA,HAVANA
chr8	122606321	122606481	1.44e-05	10	2.22e-08	0.0002327	LINC01151	LINC01151	HAVANA
chr3	149333245	149333405	6.07e-06	10	2.29e-08	0.0002403	AC093001.1,TM4SF18	AC093001.1,TM4SF18	HAVANA,HAVANA
chr2	232352240	232352393	1.59e-05	12	2.44e-08	0.0002682	.	ECEL1P3	HAVANA
chr14	44798428	44798796	1.11e-05	64	6.07e-08	0.0002769	.	.	.
chr7	155257737	155258009	4.3e-06	22	4.49e-08	0.0002775	.	.	.
chr10	52315768	52315857	1.86e-05	6	1.49e-08	0.0002819	DKK1	PRKG1-AS1,DKK1	HAVANA,HAVANA
chr7	2613968	2614488	0.0004568	29	8.89e-08	0.000287	IQCE	IQCE	HAVANA
chr4	185926026	185926369	0.0001157	20	5.97e-08	0.0002921	SORBS2	SORBS2	HAVANA
chr6	32129339	32129482	1.29e-05	14	2.58e-08	0.0003027	FKBPL	ATF6B,FKBPL	HAVANA,HAVANA
chr6	168414797	168415017	5.3e-05	12	4.09e-08	0.0003125	.	.	.
chr4	1082218	1082487	2.94e-05	13	5.04e-08	0.0003148	RNF212	RNF212	HAVANA
chr17	78890620	78890860	2.57e-05	24	4.61e-08	0.0003224	TIMP2,CEP295NL	TIMP2,CEP295NL	HAVANA,HAVANA
chr10	130301168	130301394	1.57e-05	27	4.5e-08	0.0003343	LINC02646	LINC02646	HAVANA
chr11	312740	312843	2.38e-05	7	2.07e-08	0.0003367	IFITM2	IFITM2,AC136475.2,IFITM1	HAVANA,HAVANA,HAVANA
chr2	20917208	20917335	1.47e-05	6	2.57e-08	0.0003398	.	.	.
chr7	117320626	117320831	6.19e-06	17	4.24e-08	0.0003471	WNT2,AC002465.1	WNT2,AC002465.1	HAVANA,HAVANA
chr10	3099570	3099881	7.98e-05	22	6.44e-08	0.0003478	PFKP	PFKP	HAVANA
chr22	24583310	24583998	0.0003795	27	1.44e-07	0.0003516	GGT1	SNRPD3,GGT1,LRRC75B	HAVANA,HAVANA,HAVANA
chr2	120934149	120934248	2.43e-05	10	2.14e-08	0.0003628	GLI2	GLI2	HAVANA
chr1	59968994	59969100	1.9e-05	7	2.29e-08	0.0003632	.	.	.
chr5	179256834	179257084	1.81e-05	18	5.66e-08	0.0003804	ADAMTS2	ADAMTS2	HAVANA
chr1	41342083	41342254	1.12e-05	15	3.9e-08	0.0003829	.	AC093151.8	HAVANA
chr17	82908196	82908365	1.67e-05	11	3.97e-08	0.0003948	TBCD	TBCD	HAVANA
chr20	63698719	63698786	1.93e-05	8	1.59e-08	0.0003973	ARFRP1	RTEL1,RTEL1-TNFRSF6B,TNFRSF6B,ARFRP1	HAVANA,HAVANA,HAVANA,HAVANA
chr12	6043580	6043771	2.61e-05	11	4.58e-08	0.0004028	VWF	VWF	HAVANA
chr1	2305004	2305193	2.2e-07	18	4.56e-08	0.0004048	SKI	SKI	HAVANA
chr6	6614187	6614627	6.46e-05	18	1.07e-07	0.0004066	LY86-AS1,LY86	LY86-AS1,LY86	HAVANA,HAVANA
chr17	41635380	41635519	1.93e-06	17	3.54e-08	0.0004279	KRT42P	KRT42P	HAVANA
chr11	6281173	6281271	2.73e-05	8	2.52e-08	0.0004322	.	.	.
chr14	73790404	73790473	2.16e-05	7	1.8e-08	0.0004389	AC005520.2	ELMSAN1,AC005520.2	HAVANA,HAVANA
chr11	67848379	67848540	2.43e-05	13	4.25e-08	0.0004428	ENPP7P7	ENPP7P7	HAVANA
chr10	3820451	3820656	2.85e-05	20	5.44e-08	0.0004459	.	AL513303.1	HAVANA
chr6	52575631	52575848	3.09e-05	7	5.81e-08	0.0004492	TRAM2	TRAM2,TRAM2-AS1	HAVANA,HAVANA
chr9	128523610	128523686	2.37e-05	7	2.04e-08	0.0004503	GLE1	GLE1,AL356481.1	HAVANA,HAVANA
chr1	16396655	16396804	1.86e-05	9	4.1e-08	0.0004618	SZRD1,SPATA21	SZRD1,SPATA21	HAVANA,HAVANA
chr8	143355701	143355800	2.93e-05	8	2.85e-08	0.0004829	TOP1MT	TOP1MT	HAVANA
chr11	78464143	78464249	2.43e-05	9	3.19e-08	0.0005053	NARS2	NARS2	HAVANA
chr7	2281720	2282252	0.001321	15	1.65e-07	0.0005203	SNX8	SNX8	HAVANA
chr13	43359945	43360032	2.88e-05	7	2.75e-08	0.0005312	ENOX1	ENOX1	HAVANA
chr7	139091880	139091979	3.09e-05	22	3.15e-08	0.000534	ZC3HAV1	ZC3HAV1	HAVANA
chr17	73537198	73537339	2.88e-05	11	4.68e-08	0.0005574	SDK2	SDK2	HAVANA
chr18	23871512	23871712	1.85e-05	11	6.73e-08	0.0005648	LAMA3	LAMA3	HAVANA
chr17	81642136	81642379	0.0001033	13	8.22e-08	0.0005678	NPLOC4,TSPAN10	NPLOC4,TSPAN10	HAVANA,HAVANA
chr1	209788502	209788626	2.88e-05	10	4.21e-08	0.00057	IRF6	C1orf74,IRF6	HAVANA,HAVANA
chr3	155631427	155631513	3.05e-05	7	3.02e-08	0.00059	PLCH1	PLCH1	HAVANA
chr17	887836	888112	3.73e-05	17	9.71e-08	0.0005907	NXN	NXN	HAVANA
chr5	758021	758099	0.0005652	8	2.76e-08	0.0005932	ZDHHC11B,AC026740.3	ZDHHC11B,AC026740.3	HAVANA,ENSEMBL
chr12	132837669	132837937	1.74e-06	36	9.55e-08	0.0005981	CHFR	CHFR,RNU6-327P	HAVANA,ENSEMBL
chr10	110157163	110157296	2.32e-05	6	4.88e-08	0.0006158	.	.	.
chr19	10817496	10818086	4.38e-05	38	2.26e-07	0.0006438	DNM2,MIR199A1	DNM2,MIR199A1	HAVANA,ENSEMBL
chr19	31353979	31354109	2.85e-05	16	5.01e-08	0.0006466	AC025809.1	TSHZ3,AC025809.1	HAVANA,HAVANA
chr17	61405521	61405664	2.37e-05	19	5.73e-08	0.0006732	TBX2-AS1,TBX2	TBX2-AS1,TBX2	HAVANA,HAVANA
chr13	114062842	114063043	3.4e-05	21	8.3e-08	0.0006932	RASA3	RASA3	HAVANA
chr21	43757661	43757847	2.57e-05	20	7.73e-08	0.0006975	PDXK	PDXK	HAVANA
chr1	85298236	85298458	3.09e-05	5	9.36e-08	0.0007082	AL078459.1	AL078459.1	HAVANA
chr2	70905072	70905432	0.0006045	15	1.53e-07	0.0007126	VAX2	RF02272,VAX2	ENSEMBL,HAVANA
chr8	38408237	38408394	2.61e-05	8	6.85e-08	0.0007322	LETM2,FGFR1,AC087623.3	LETM2,FGFR1,AC087623.3	HAVANA,HAVANA,HAVANA
chr16	3443316	3443485	7.09e-06	21	7.47e-08	0.0007417	AC025283.3,ZNF597	AC025283.3,ZNF597,NAA60	HAVANA,HAVANA,HAVANA
chr5	149579072	149579268	0.0005668	5	8.79e-08	0.000753	ARHGEF37	ARHGEF37	HAVANA
chr5	160269312	160269413	4.24e-05	5	4.62e-08	0.0007676	CCNJL	CCNJL	HAVANA
chr17	918227	918444	7.47e-05	11	1.02e-07	0.0007917	NXN	NXN	HAVANA
chr8	143891124	143891297	5.32e-05	5	8.23e-08	0.0007984	AC109322.2	AC109322.2	HAVANA
chr1	228611582	228611719	3.89e-05	16	6.62e-08	0.0008115	.	RNA5S1,RNA5S2,RNA5S3	ENSEMBL,ENSEMBL,ENSEMBL
chr4	25817226	25817384	5.26e-05	6	7.66e-08	0.0008135	SEL1L3	SEL1L3	HAVANA
chr4	7250560	7250927	0.000244	20	1.84e-07	0.0008412	SORCS2	SORCS2	HAVANA
chr2	235868387	235868514	4.49e-05	17	6.45e-08	0.0008528	AGAP1	AGAP1	HAVANA
chr8	141074494	141074544	2.8e-05	4	2.61e-08	0.0008755	.	.	.
chr14	101587566	101587826	1.28e-05	38	1.51e-07	0.0009775	.	.	.
chr1	42420285	42420388	5.36e-05	9	6.44e-08	0.001049	RIMKLA	RIMKLA	HAVANA
chr11	18265966	18266273	0.002737	10	1.96e-07	0.001071	SAA1	ST13P5,SAA1,RNA5SP334	HAVANA,HAVANA,ENSEMBL
chr5	142783916	142784095	1.83e-05	8	1.15e-07	0.001074	ARHGAP26	ARHGAP26	HAVANA
chr12	58917392	58917489	5.36e-05	5	6.35e-08	0.001099	LRIG3	LRIG3,AC068305.2	HAVANA,HAVANA
chr20	62774194	62774340	2.86e-05	10	9.65e-08	0.001109	LINC00659	LINC00659	HAVANA
chr11	125329917	125330385	0.002171	16	3.09e-07	0.00111	PKNOX2	PKNOX2	HAVANA
chr2	172204466	172204601	5.29e-05	6	9.17e-08	0.00114	AC104088.1	AC104088.1	HAVANA
chr6	31724303	31724611	0.0007504	23	2.19e-07	0.001191	MPIG6B	MPIG6B,LY6G6C,DDAH2	HAVANA,HAVANA,HAVANA
chr17	75646282	75646622	8.29e-05	20	2.44e-07	0.001206	RECQL5,SMIM6	RECQL5,SMIM5,SMIM6	HAVANA,HAVANA,HAVANA
chr6	32045120	32045262	2.52e-05	24	1.06e-07	0.001253	TNXB	CYP21A2,TNXB	HAVANA,HAVANA
chr3	62587645	62587745	6.14e-05	14	7.6e-08	0.001277	CADPS	CADPS	HAVANA
chr17	80187177	80187585	8.34e-05	23	3.11e-07	0.001279	CARD14	CARD14	HAVANA
chr17	1493594	1493803	6.69e-05	8	1.6e-07	0.001284	.	MYO1C,INPP5K	HAVANA,HAVANA
chr10	593982	594200	1.54e-05	24	1.74e-07	0.001343	DIP2C	DIP2C	HAVANA
chr2	218872670	218872763	6.24e-05	6	7.8e-08	0.001408	WNT6	WNT6	HAVANA
chr7	4533861	4534087	9.71e-06	13	1.9e-07	0.001409	.	.	.
chr17	82400876	82401057	3.85e-05	15	1.54e-07	0.001427	OGFOD3,AC132938.2	OGFOD3,AC132938.2	HAVANA,HAVANA
chr7	151367316	151367475	7.92e-05	4	1.49e-07	0.001569	NUB1	NUB1	HAVANA
chr6	17101436	17101554	5.62e-05	7	1.12e-07	0.001593	AL138740.1	AL138740.1,STMND1	HAVANA,HAVANA
chr2	69291954	69292013	4.93e-05	6	5.64e-08	0.001604	.	.	.
chr6	32815382	32815629	0.003198	4	2.36e-07	0.001606	HLA-DOB,AL669918.1	HLA-DOB,AL669918.1	HAVANA,HAVANA
chr2	105746090	105746277	0.001788	8	1.83e-07	0.001641	NCK2	NCK2	HAVANA
chr7	101613290	101613369	6.37e-05	4	8e-08	0.0017	MYL10	MYL10	HAVANA
chr12	50925204	50925417	0.0008542	8	2.29e-07	0.001807	METTL7A	METTL7A	HAVANA
chr17	82315775	82315962	2.85e-05	12	2.02e-07	0.001809	CD7	CD7	HAVANA
chr16	86220098	86220501	0.003219	7	4.35e-07	0.00181	.	LINC01081	HAVANA
chr10	48935438	48935570	2.32e-05	7	1.44e-07	0.001833	WDFY4	WDFY4,AC060234.3	HAVANA,HAVANA
chr17	82931515	82931936	0.0008195	14	4.7e-07	0.001873	TBCD	TBCD	HAVANA
chr5	61246035	61246062	3.06e-05	4	3.04e-08	0.001888	LINC02057	LINC02057	HAVANA
chr1	3403842	3404102	2.14e-05	21	2.95e-07	0.001906	PRDM16	PRDM16	HAVANA
chr2	240836764	240836848	7.2e-05	8	9.62e-08	0.001922	.	.	.
