chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr1	148329536	148329772	1.09e-05	33	2.34e-08	0.0001631	LINC01138,AC245100.1	LINC01138,AC245100.1,RF00019,MIR5087,RNU1-122P	HAVANA,HAVANA,ENSEMBL,ENSEMBL,ENSEMBL
chr18	15197670	15197920	0.0001427	17	2.65e-08	0.0001745	AP005901.3	AP005901.3	HAVANA
chr19	21082233	21082560	4.69e-05	35	3.96e-08	0.000199	ZNF714	ZNF714	HAVANA
chr5	150946560	150946960	0.004189	22	5.16e-08	0.0002121	.	ZNF300P1,AC022106.1	HAVANA,HAVANA
chr13	110870256	110870520	0.001411	8	3.96e-08	0.0002469	.	LINC00346	HAVANA
chr1	161621670	161621827	5.4e-05	7	2.4e-08	0.0002512	.	RPS23P9,FCGR3B	HAVANA,HAVANA
chr22	42644679	42644716	2.92e-05	3	6.86e-09	0.000305	CYB5R3	CYB5R3,ATP5MGL	HAVANA,HAVANA
chr3	13072841	13072943	0.001281	4	2.03e-08	0.0003272	IQSEC1	IQSEC1	HAVANA
chr1	148157794	148157962	1.75e-05	15	3.47e-08	0.0003393	AC239803.1	AC239803.1,AC239809.3	HAVANA,HAVANA
chr19	22052607	22052896	0.001776	8	6.19e-08	0.0003521	ZNF257	AC003973.1,ZNF257	HAVANA,HAVANA
chr11	107019424	107019478	4.5e-05	9	1.21e-08	0.000368	.	GUCY1A2	HAVANA
chr5	8457857	8458008	8.06e-06	20	3.87e-08	0.000421	MIR4458HG	LINC02226,AC091965.1,MIR4458HG,AC091965.2,AC091965.5,MIR4458	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL
chr15	90930044	90930209	9.31e-06	8	4.42e-08	0.0004406	HDDC3,UNC45A	HDDC3,UNC45A	HAVANA,HAVANA
chr15	89399457	89399584	6.35e-05	5	3.73e-08	0.0004827	.	MIR9-3HG	HAVANA
chr1	16534721	16535076	7.87e-05	28	1.06e-07	0.0004888	LINC01783	LINC01783,RNU1-6P	HAVANA,ENSEMBL
chr10	5447726	5447805	7.61e-05	2	2.51e-08	0.000523	NET1	NET1	HAVANA
chr1	16693696	16693958	0.0001581	28	8.93e-08	0.0005604	ESPNP	AL021920.2,ESPNP	HAVANA,HAVANA
chr6	26184021	26184127	8.83e-05	6	3.66e-08	0.0005672	HIST1H2BE	HIST1H2BE,HIST1H4D	HAVANA,HAVANA
chr12	95548083	95548154	8.1e-05	4	2.84e-08	0.0006585	USP44	USP44,PGAM1P5	HAVANA,HAVANA
chr6	167826025	167826248	0.000261	9	9.92e-08	0.0007314	AFDN-DT	AL009178.3,AFDN-DT,AFDN	HAVANA,HAVANA,HAVANA
chr1	161454969	161455310	9.04e-05	82	1.67e-07	0.0008069	AL592295.3	AL592295.3	HAVANA
chr10	132533667	132533850	0.0001427	5	9.47e-08	0.0008503	.	INPP5A	HAVANA
chr19	402273	402399	0.0001068	9	6.72e-08	0.0008765	.	AC010641.1,C2CD4C	HAVANA,HAVANA
chr3	134600953	134601060	6.56e-07	5	5.89e-08	0.0009041	EPHB1,KY	EPHB1,KY	HAVANA,HAVANA
chr1	75124716	75124849	0.0001282	11	7.35e-08	0.0009077	.	AC099786.3,AC099786.1,LHX8	HAVANA,HAVANA,HAVANA
chr6	111258879	111258971	0.0001226	7	5.12e-08	0.000914	AL360227.1	AL360227.1,MFSD4B	HAVANA,HAVANA
chr6	26124284	26124532	0.0005239	5	1.6e-07	0.001058	HIST1H2AC	HIST1H2BC,HIST1H2AC	HAVANA,HAVANA
chr5	43017873	43017902	6.32e-05	5	1.91e-08	0.001082	AC025171.1	AC025171.1,AC025171.3	HAVANA,HAVANA
chr6	52995631	52995701	0.000117	10	4.73e-08	0.001111	RF00100,RN7SK	GSTA4,RF00100,RN7SK	HAVANA,ENSEMBL,HAVANA
chr7	2210519	2210699	4.31e-05	28	1.22e-07	0.001116	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr12	9240376	9240473	0.000146	13	6.84e-08	0.001158	A2MP1,LINC00987,AC010175.1	A2MP1,MIR1244-3,PTMAP4,LINC00987,AC010175.1	HAVANA,ENSEMBL,HAVANA,HAVANA,HAVANA
chr4	24795356	24795446	0.0012	4	6.6e-08	0.001206	SOD3	SOD3	HAVANA
chr6	28634766	28635310	0.000998	21	4e-07	0.001207	AL121932.2	AL121932.1,AL121932.2	HAVANA,HAVANA
chr2	132645279	132645438	5.87e-05	36	1.19e-07	0.001226	GPR39,LYPD1	GPR39,LYPD1	HAVANA,HAVANA
chr19	1465187	1465587	0.01127	30	3.12e-07	0.001282	APC2,C19orf25	APC2,C19orf25	HAVANA,HAVANA
chr7	135171793	135171931	0.0001533	17	1.09e-07	0.001294	AC083862.3	CYREN,AC083862.2,AC083862.3	HAVANA,HAVANA,HAVANA
chr16	775471	775560	0.0001496	10	7.3e-08	0.001348	MSLNL	MSLNL	HAVANA
chr13	42991800	42992428	0.006442	52	5.19e-07	0.001359	EPSTI1	EPSTI1	HAVANA
chr8	101492336	101492523	0.0003679	10	1.62e-07	0.001421	AP001207.3,GRHL2	AP001207.3,GRHL2	HAVANA,HAVANA
chr19	36421894	36422048	4e-05	9	1.34e-07	0.001432	AC092296.3	ZFP82,AC092296.3	HAVANA,HAVANA
chr2	172106557	172106654	0.000167	5	8.68e-08	0.001471	DLX2-DT	DLX2,DLX2-DT	HAVANA,HAVANA
chr2	128902108	128902333	0.000117	34	2.1e-07	0.001534	.	.	.
chr14	103126927	103127314	0.0001167	32	3.65e-07	0.00155	TNFAIP2	LINC00677,TNFAIP2	HAVANA,HAVANA
chr2	1742824	1742911	0.0001607	2	8.27e-08	0.001562	PXDN	PXDN	HAVANA
chr11	27701074	27701093	6.16e-05	2	1.82e-08	0.001578	BDNF,AC103796.1	BDNF-AS,BDNF,AC103796.1	HAVANA,HAVANA,HAVANA
chr4	41865427	41865545	0.0001289	9	1.14e-07	0.001582	.	.	.
chr5	171494741	171494858	0.0001803	6	1.13e-07	0.001589	.	.	.
chr10	92238843	92239020	0.0002232	7	1.72e-07	0.001592	CPEB3	CPEB3	HAVANA
chr6	92723484	92723717	3.52e-05	55	2.27e-07	0.001598	LINC02531	LINC02531	HAVANA
chr19	3398708	3398814	0.0007115	13	1.05e-07	0.001627	NFIC	NFIC	HAVANA
chr4	73620425	73620583	0.0001859	10	1.59e-07	0.001655	RASSF6	RASSF6	HAVANA
chr10	97426282	97426431	7.92e-05	34	1.5e-07	0.001657	PGAM1	RRP12,RF00019,PGAM1	HAVANA,ENSEMBL,HAVANA
chr2	84516340	84516607	6.92e-05	30	2.82e-07	0.001738	DNAH6	DNAH6	HAVANA
chr8	114311321	114311558	8.96e-05	45	2.53e-07	0.001751	.	.	.
chr8	39314502	39314659	0.0001987	16	1.72e-07	0.001797	ADAM5	AC105185.1,ADAM5	HAVANA,HAVANA
chr12	80513335	80513490	0.0001124	13	1.77e-07	0.001881	PTPRQ	PTPRQ	HAVANA
chr1	16612651	16612811	0.000146	9	1.84e-07	0.001889	NBPF1	NBPF1,AL137798.1	HAVANA,HAVANA
chr1	144552011	144552012	7.25e-06	1	1.18e-09	0.001942	.	RF00003	ENSEMBL
chr6	10381836	10381931	0.0001954	12	1.13e-07	0.001954	.	.	.
chr5	177087400	177087504	0.0001816	4	1.25e-07	0.001978	FGFR4	FGFR4	HAVANA
chr5	140726084	140726232	0.000146	15	1.99e-07	0.002206	VTRNA1-3	VTRNA1-3	ENSEMBL
chr12	109111292	109111369	0.0001859	11	1.04e-07	0.002217	AC007637.1	UNG,AC007637.1	HAVANA,HAVANA
chr4	212617	212877	0.0001496	14	3.51e-07	0.002218	ZNF876P	ZNF876P	HAVANA
chr19	20661253	20661606	0.0002627	10	5.02e-07	0.002336	AC010636.2,ZNF626	AC010636.2,ZNF626	HAVANA,HAVANA
chr13	21176376	21176512	7.63e-05	12	2e-07	0.00242	SKA3	SKA3,MRPL57	HAVANA,HAVANA
chr6	26328084	26328196	0.0002443	13	1.66e-07	0.00244	AL021917.1	AL021917.1	HAVANA
chr6	37354953	37355022	0.0001987	4	1.17e-07	0.002786	RNF8	RNF8	HAVANA
chr5	43000614	43000676	0.0001264	5	1.1e-07	0.002904	.	AC008875.2	HAVANA
chr19	53554449	53554559	0.0002424	14	1.96e-07	0.002918	ZNF331	ZNF331	HAVANA
chr15	22757667	22757780	0.0002357	6	2.12e-07	0.003083	.	AC138649.3,AC138649.1	HAVANA,HAVANA
chr4	15479242	15479308	0.000209	3	1.24e-07	0.003094	CC2D2A	CC2D2A	HAVANA
chr10	7269494	7269627	0.0002988	6	2.59e-07	0.003195	SFMBT2	SFMBT2	HAVANA
chr1	92485127	92485281	0.0002791	8	3.01e-07	0.003214	GFI1	GFI1	HAVANA
chr19	2290887	2291062	0.0001987	15	3.49e-07	0.003272	AC005258.1,LINGO3	AC005258.1,LINGO3	HAVANA,HAVANA
chr3	82715350	82715535	0.0001485	39	3.72e-07	0.0033	.	.	.
chr9	19102589	19102825	0.0001436	20	5.16e-07	0.003588	HAUS6	HAUS6	HAVANA
chr2	4135990	4136074	0.0002895	12	1.92e-07	0.00375	.	AC012445.1	HAVANA
chr6	28825442	28825765	0.006954	10	7.83e-07	0.003979	.	.	.
chr7	39834420	39834648	0.0004567	24	5.65e-07	0.004068	AC004987.3,AC004987.2	AC004987.3,AC004987.1,AC004987.2	HAVANA,HAVANA,HAVANA
chr10	86263182	86263523	0.0006358	52	8.65e-07	0.004164	GRID1	GRID1,MIR346	HAVANA,ENSEMBL
chr1	161441785	161441882	0.0003574	9	2.51e-07	0.004237	AL592295.3	AL592295.3,AL831711.1	HAVANA,HAVANA
chr11	818892	818994	0.0007588	13	2.74e-07	0.004408	PNPLA2	PNPLA2,AP006621.1	HAVANA,HAVANA
chr1	161463536	161463843	0.0007127	90	8.41e-07	0.004494	AL592295.3	AL592295.3	HAVANA
chr6	26312562	26312679	0.0004294	12	3.78e-07	0.005303	.	.	.
chr9	62800084	62800308	7.59e-05	46	7.3e-07	0.005344	.	LINC01410,AL512625.4,RNA5SP283	HAVANA,HAVANA,ENSEMBL
chr1	50423554	50423792	0.008444	12	8.18e-07	0.005638	AL049637.2	DMRTA2,AL049637.2	HAVANA,HAVANA
chr19	41959540	41959673	0.0004742	3	4.88e-07	0.006019	AC010616.2	RABAC1,AC010616.2	HAVANA,HAVANA
chr6	2875351	2875465	0.0005187	8	4.53e-07	0.006511	SERPINB9P1	SERPINB9P1	HAVANA
chr8	116949941	116950197	0.0002513	55	1.07e-06	0.006822	.	SLC30A8	HAVANA
chr3	114812917	114813052	0.0005711	37	5.68e-07	0.006889	ZBTB20	ZBTB20	HAVANA
chr12	130703513	130703704	3.17e-05	28	8.27e-07	0.007098	RIMBP2	RIMBP2	HAVANA
chr1	161469292	161469839	0.0005978	49	2.39e-06	0.007159	AL592295.3	AL592295.3	HAVANA
chr8	38318026	38318195	0.000436	26	7.52e-07	0.007292	NSD3	NSD3	HAVANA
chr19	14072807	14072981	0.0004567	7	7.78e-07	0.007324	MISP3	EEF1DP1,MISP3,MIR1199	HAVANA,HAVANA,ENSEMBL
chr1	161461935	161462459	0.001345	48	2.45e-06	0.007669	AL592295.3	AL592295.3	HAVANA
chr19	39875755	39875927	0.000479	23	8.09e-07	0.0077	FCGBP	FCGBP	HAVANA
chr7	55255831	55255920	0.0005239	6	4.25e-07	0.007818	.	ELDR,CALM1P2	HAVANA,HAVANA
chr5	154691447	154691599	0.0006063	10	7.35e-07	0.007925	.	.	.
chr17	40779548	40779883	0.003352	41	1.63e-06	0.007981	KRT27	KRT27	HAVANA
chr21	8445927	8446122	0.000277	71	9.95e-07	0.008356	FP236383.1	FP236383.1	HAVANA
chr11	27701744	27701782	0.0002964	2	1.97e-07	0.008495	BDNF,AC103796.1	BDNF-AS,BDNF,AC103796.1	HAVANA,HAVANA,HAVANA
chr8	142777083	142777166	9.23e-05	9	4.38e-07	0.008649	LYNX1-SLURP2,LYNX1	LYNX1-SLURP2,LYNX1	HAVANA,HAVANA
chr2	234969484	234969634	0.0002535	11	8.17e-07	0.008921	SH3BP4	SH3BP4	HAVANA
chr6	10720346	10720704	0.004204	40	2.01e-06	0.009172	.	TMEM14C	HAVANA
chr9	66269673	66269750	0.0005331	3	4.36e-07	0.009258	.	.	.
chr16	78045856	78045953	0.0006314	9	5.69e-07	0.009603	AC079414.1,CLEC3A	AC079414.1,CLEC3A,KRT8P22	HAVANA,HAVANA,HAVANA
chr22	16601048	16601202	0.0003359	13	9.12e-07	0.009694	.	AP000547.4,TPTEP1,AP000547.3	HAVANA,HAVANA,HAVANA
chr12	120325955	120326104	0.0002357	15	8.91e-07	0.009788	PLA2G1B	PLA2G1B	HAVANA
chr16	15395631	15395729	0.0006421	8	5.92e-07	0.009886	.	MPV17L,AC140504.1	HAVANA,HAVANA
chr2	10911734	10911806	0.0005407	3	4.46e-07	0.01014	.	KCNF1	HAVANA
chr13	98475147	98475165	0.03878	2	1.15e-07	0.01046	STK24	STK24	HAVANA
chr19	14418261	14418411	0.0007689	13	1.03e-06	0.01123	DDX39A	DDX39A	HAVANA
chr3	100400151	100400231	0.0006303	2	5.57e-07	0.01137	TOMM70	TOMM70,LNP1	HAVANA,HAVANA
chr6	28616291	28616537	0.0005743	41	1.76e-06	0.01167	.	ZBED9	HAVANA
chr11	214878	214959	0.0006421	4	5.92e-07	0.01195	RIC8A	RIC8A,SIRT3	HAVANA,HAVANA
chr11	3221826	3221978	0.0007408	11	1.13e-06	0.01216	MRGPRG-AS1	MRGPRG,MRGPRG-AS1,MRGPRE,AC109309.1	HAVANA,HAVANA,HAVANA,HAVANA
chr1	161978212	161978341	0.0007904	9	9.91e-07	0.01256	.	OLFML2B	HAVANA
chr18	57147024	57147170	0.0007968	25	1.14e-06	0.01278	BOD1L2	AC100775.1,BOD1L2	HAVANA,HAVANA
chr7	48848025	48848162	0.0001718	26	1.07e-06	0.0128	AC004899.1,AC004899.2	AC004899.1,AC004899.2	HAVANA,HAVANA
chr15	55741790	55741843	0.0005187	3	4.19e-07	0.0129	PRTG	PRTG,AC009997.1	HAVANA,HAVANA
chr17	78502424	78502564	0.0008939	17	1.11e-06	0.01297	DNAH17,DNAH17-AS1	DNAH17,DNAH17-AS1	HAVANA,HAVANA
chr19	22286440	22286879	0.001591	19	3.51e-06	0.01305	ZNF729	ZNF729	HAVANA
chr10	38403165	38403313	0.0001496	8	1.31e-06	0.01442	AL133216.2	SEPT7P9,AL133216.2	HAVANA,HAVANA
chr17	7408435	7408647	0.0001124	54	1.88e-06	0.01449	NLGN2	TMEM256-PLSCR3,TMEM256,NLGN2	HAVANA,HAVANA,HAVANA
chr6	27893622	27893803	0.0002366	11	1.63e-06	0.01468	HIST1H2BO	HIST1H3J,HIST1H2AM,HIST1H2BO,RNU7-26P	HAVANA,HAVANA,HAVANA,ENSEMBL
chr17	879698	879787	0.0007854	3	8.02e-07	0.0147	NXN,AC087392.2	NXN,AC087392.2	HAVANA,HAVANA
chr19	17326573	17326702	0.0004213	11	1.17e-06	0.01474	ANO8	DDA1,ANO8	HAVANA,HAVANA
chr3	147409792	147409968	0.0007854	26	1.61e-06	0.01493	ZIC1	ZIC4,ZIC1	HAVANA,HAVANA
chr7	97928515	97928622	0.0005879	7	9.87e-07	0.01506	AC079781.5	AC079781.5,AC079781.4	HAVANA,HAVANA
chr1	152188758	152189047	0.0006177	28	2.7e-06	0.01523	PUDPP2,FLG-AS1	PUDPP2,FLG-AS1	HAVANA,HAVANA
chr8	37965839	37965936	0.0008452	6	9.09e-07	0.01529	AC144573.1,ADRB3	AC144573.1,ADRB3	HAVANA,HAVANA
chr10	92848124	92848192	0.000688	3	6.49e-07	0.01557	EXOC6	EXOC6	HAVANA
chr19	15281112	15281203	0.000828	15	8.8e-07	0.01578	BRD4	BRD4	HAVANA
chr19	57888578	57888787	0.0003075	31	2.03e-06	0.01587	ZNF814,AC010326.2	ZNF814,AC010326.2	HAVANA,HAVANA
chr16	84967896	84968030	0.0009863	9	1.32e-06	0.01603	.	.	.
chr7	100381736	100381956	0.0006621	45	2.17e-06	0.01608	PILRA	PILRA	HAVANA
chr6	26956891	26956958	0.000697	5	6.62e-07	0.0161	LINC00240	GUSBP2,LINC00240	HAVANA,HAVANA
chr9	134378261	134378357	0.0009094	6	1.01e-06	0.01719	RXRA	RXRA,MIR4669	HAVANA,ENSEMBL
chr1	1163671	1163845	0.0009569	25	1.88e-06	0.01765	.	MIR200B,MIR200A	ENSEMBL,ENSEMBL
chr21	8218621	8218835	0.0006443	76	2.35e-06	0.01791	FP671120.2	FP671120.2	HAVANA
chr4	8384398	8384541	0.0003262	16	1.6e-06	0.01817	ACOX3	ACOX3	HAVANA
chr11	62602964	62603138	7.26e-05	12	2.01e-06	0.0188	EML3	MTA2,EML3,AP001458.1	HAVANA,HAVANA,HAVANA
chr3	12158854	12158929	0.000831	4	8.85e-07	0.01922	SYN2,TIMP4	SYN2,TIMP4	HAVANA,HAVANA
chr12	122834657	122834782	0.0009714	5	1.48e-06	0.01924	HIP1R	HIP1R	HAVANA
chr16	1536006	1536098	0.0009568	5	1.1e-06	0.01938	IFT140,TMEM204	IFT140,TMEM204,AL031719.1	HAVANA,HAVANA,HAVANA
chr19	48720501	48720658	0.0001867	11	1.87e-06	0.01939	RASIP1	MAMSTR,RASIP1	HAVANA,HAVANA
chr13	36125688	36125757	0.0007968	8	8.24e-07	0.01945	DCLK1	DCLK1	HAVANA
chr3	49686289	49686621	0.002825	10	4.1e-06	0.02008	MST1	APEH,MST1,AC099668.1,RNF123	HAVANA,HAVANA,HAVANA,HAVANA
chr14	102088587	102088689	0.005234	5	1.31e-06	0.02086	HSP90AA1	HSP90AA1	HAVANA
chr16	84806649	84806777	0.0001678	13	1.65e-06	0.02093	.	.	.
chr16	88485014	88485165	0.0009053	9	1.97e-06	0.02123	ZFPM1	ZFPM1	HAVANA
chr1	1543286	1543400	0.001675	10	1.56e-06	0.0223	SSU72	TMEM240,SSU72	HAVANA,HAVANA
chr13	94703532	94703617	0.001017	6	1.21e-06	0.02321	LINC00391,SOX21-AS1	LINC00391,RN7SL585P,SOX21-AS1	HAVANA,ENSEMBL,HAVANA
chr21	42838031	42838284	0.00159	30	3.7e-06	0.02378	.	AP001628.1,WDR4	HAVANA,HAVANA
chr1	2189911	2189995	0.005329	8	1.26e-06	0.02434	FAAP20	PRKCZ,FAAP20	HAVANA,HAVANA
chr12	46825927	46826002	0.0005711	7	1.14e-06	0.0247	AC008014.1,SLC38A4	AC008014.1,SLC38A4	HAVANA,HAVANA
chr11	64971779	64971942	0.0002443	16	2.49e-06	0.02484	MAJIN	MAJIN	HAVANA
chr1	148952967	148952999	0.0005746	2	4.92e-07	0.02498	PDE4DIP	PDE4DIP	HAVANA
chr22	41915268	41915372	0.0005167	7	1.62e-06	0.02526	.	SHISA8	HAVANA
chr22	36410389	36410486	2.91e-05	7	1.54e-06	0.02571	.	.	.
chr6	27133251	27133415	0.001452	4	2.76e-06	0.02726	HIST1H2AG	HIST1H2BJ,HIST1H2AG	HAVANA,HAVANA
chr1	149886287	149886443	0.00154	6	2.68e-06	0.02784	HIST2H2BE	HIST2H2BE,HIST2H2AC,HIST2H2AB,BOLA1	HAVANA,HAVANA,HAVANA,HAVANA
chr16	89581303	89581445	0.001341	11	2.52e-06	0.02881	CPNE7	CPNE7	HAVANA
chr6	3527139	3527219	0.001141	10	1.43e-06	0.029	.	.	.
chr2	235940468	235940562	0.001292	6	1.7e-06	0.02934	AGAP1	AGAP1	HAVANA
chr6	17016192	17016340	0.0007946	18	2.69e-06	0.0294	AL133405.1	AL133405.1	HAVANA
chr2	131299355	131299685	0.001717	23	6.04e-06	0.02964	PLEKHB2,FAR2P4,KLF2P4	PLEKHB2,FAR2P4,KLF2P4,AC073869.7	HAVANA,HAVANA,HAVANA,HAVANA
chr2	233868238	233868453	0.02054	4	3.94e-06	0.02965	MSL3P1	MSL3P1,AC005538.2	HAVANA,HAVANA
chr9	133892998	133893059	0.0009694	8	1.13e-06	0.0299	VAV2	VAV2	HAVANA
chr2	208407092	208407263	0.001339	28	3.17e-06	0.03005	PTH2R	PTH2R	HAVANA
chr2	231715445	231715532	0.001281	4	1.68e-06	0.03125	.	PTMA,RF00015,MIR1244-1	HAVANA,ENSEMBL,ENSEMBL
chr3	27633037	27633137	0.001397	14	1.94e-06	0.03131	AC098614.3	AC098614.3	HAVANA
chr13	114048538	114048799	0.001982	43	5.12e-06	0.03174	RASA3	RASA3	HAVANA
chr12	111047115	111047239	0.001476	14	2.53e-06	0.03297	CUX2	CUX2	HAVANA
chr12	82358356	82358414	0.001061	2	1.29e-06	0.03586	CCDC59	CCDC59,METTL25	HAVANA,HAVANA
chr1	161448808	161449337	0.005795	80	1.19e-05	0.03644	AL592295.3	AL592295.3	HAVANA
chr10	103350824	103350906	0.001375	8	1.89e-06	0.03716	PCGF6	PCGF6	HAVANA
chr2	73202156	73202205	0.0009776	7	1.15e-06	0.03783	.	NOTO	HAVANA
chr17	49556458	49556472	0.000436	3	3.31e-07	0.03813	AC006487.1,AC006487.2	AC006487.1,AC006487.2	HAVANA,HAVANA
chr4	186726219	186726264	0.0009596	5	1.11e-06	0.03966	FAT1	FAT1	HAVANA
chr7	48036301	48036430	0.001886	13	3.21e-06	0.04005	C7orf57	C7orf57	HAVANA
chr6	27807615	27807691	0.001383	4	1.91e-06	0.04045	HIST1H2BL	HIST1H4PS1,HIST1H2BL,HIST1H2AI,HIST1H3H	HAVANA,HAVANA,HAVANA,HAVANA
chr16	67908848	67908985	0.001797	10	3.44e-06	0.04047	PSKH1	PSKH1	HAVANA
