methyl	methyl.p	arm2.p	arm3.p	BMI.p	age.p	expose.p	PC1.p	methyl.beta	arm2.beta	arm3.beta	BMI.beta	age.beta	expose.beta	PC1.beta	NAs	outliers	total.NAs	zeros	non.zeros	ones	non.ones	diff.miss	ME	genes	genes_flanking	genes_type	methyl.fdr
chr1.3112506	1.38566639000991e-05	0.0760701836347816	0.303851661205514	0.10136598948542	0.0355239039451002	0.00160709355451626	0.000455958439540179	-3.74938165850744	-0.43311447594911	-0.249372470084654	-0.0410640599387287	0.043959902321452	-0.678498624021509	3.87434256744724	0	1	1	0	82	0	82	0.65060240963856	.	PRDM16	PRDM16	HAVANA	0.341754258918644
chr1.26772294	0.000259521228728908	0.409168524519351	0.688821681175029	0.143399086334885	0.0158892557206487	0.000446963591621138	0.00508220020649908	4.05072088707112	-0.236991383428162	-0.116458139015779	-0.0430469481284647	0.0604160715620784	-0.960911082344087	3.79465658608618	17	1	18	5	60	0	65	0.94429537572649	.	ARID1A	ARID1A	HAVANA	0.513627408329546
chr1.227925454	0.000189392198455307	0.930770160244892	0.856339448060164	0.636605964588155	0.00731175562445323	0.0094317271946704	0.00154976144415647	6.46758802364724	0.022178295959867	-0.0469779089379643	-0.013187279153451	0.0598979200531818	-0.588179811943894	3.72255626049201	7	0	7	0	76	18	58	0.690784750610938	.	WNT9A	WNT9A	HAVANA	0.505487440609796
chr1.204360079	0.000291602119008579	0.603186666586933	0.939656816613386	0.327849317040989	0.0164360642547222	0.00452633530310289	7.32167870131555e-05	3.31747709302576	-0.131065519964413	0.0194799673521774	-0.026178649181869	0.0527933630203261	-0.648628015338082	5.05152259257951	3	1	4	0	79	0	79	0.117979234009208	.	PLEKHA6	PLEKHA6	HAVANA	0.523415469640295
chr1.2505608	0.000192164031737518	0.893114389712234	0.594767429276315	0.275058540242626	0.00323272345245032	0.00269905288625732	0.000140454675959845	-3.56516753627362	0.0346299902230095	0.132302726014428	-0.0283884034197992	0.0653382379000809	-0.665912078269704	4.49039818471399	0	1	1	0	82	0	82	0.65060240963856	.	.	PLCH2,PANK4	HAVANA,HAVANA	0.505487440609796
chr1.29280753	9.68405021750778e-05	0.266246170815701	0.291423269767555	0.668409745410989	0.0335681861604257	0.106494187231342	0.000776187094326357	4.58092319816681	-0.270204612553015	-0.257844125902666	-0.0108859975295694	0.044207964099941	-0.352486167600325	3.89451042236351	3	1	4	0	79	10	69	0.838936232735825	.	PTPRU	PTPRU	HAVANA	0.48325958578433
chr1.205091076	0.000158811049711826	0.127775159324861	0.28700099887759	0.313811119258598	0.0322955303404969	0.216768739183421	0.00313008819565269	5.52692270619954	-0.388815494526323	-0.277418715692639	-0.0270459206432289	0.0467718987887603	-0.282805569133592	3.41247004121796	8	0	8	0	75	26	49	0.647527023765476	.	RBBP5	RBBP5,AL583832.1	HAVANA,HAVANA	0.494246823670827
chr1.33334573	9.24694641312481e-05	0.176749594363268	0.446948982002915	0.407914333085626	0.0419469492733811	0.00553704456630027	0.00849032316314687	3.12398098929079	-0.35124049560702	-0.190977804524983	-0.0225410138327656	0.0443850979439377	-0.637853073307745	3.40058797549565	8	1	9	0	74	2	72	0.177047024438945	.	AL513327.1,PHC2	AL513327.1,PHC2,MIR3605,RN7SKP16	HAVANA,HAVANA,ENSEMBL,ENSEMBL	0.473557269748469
chr1.161890888	0.000261334858238615	0.688066643060036	0.828984076045356	0.632585586442262	0.000800407166849749	0.0326817426938778	0.00553461990047032	8.50681506878782	-0.106866611414991	0.0564983866319689	-0.0133552502110762	0.078913973054324	-0.498992904486371	3.2031410717554	9	0	9	0	74	40	34	0.756516768765477	.	ATF6,AL391825.1	ATF6,AL391825.1	HAVANA,HAVANA	0.513627408329546
chr1.53734747	0.000260108707401357	0.771738262798472	0.490643647401239	0.756517888771513	0.172386382305814	0.024477465426806	0.00240938737026105	6.6138762322937	-0.0814106428669333	-0.19435916005903	0.00943076671193768	0.0328084642221857	-0.542958229108566	3.64471390131426	1	9	10	0	73	11	62	0.0694165970794187	.	GLIS1	GLIS1	HAVANA	0.513627408329546
chr1.10450442	0.000220026580326182	0.458395938941549	0.604775609878339	0.320673043336921	0.0331943262466653	0.0031033489711057	0.00460470377859113	3.52858607547965	-0.182106588212585	-0.127830355563647	-0.0259536489970014	0.0460267029528953	-0.644633016963458	3.50224547524678	1	0	1	0	82	3	79	0.65060240963856	.	CENPS-CORT,CORT	CENPS-CORT,CORT	HAVANA,HAVANA	0.505487440609796
chr1.161406775	1.67557143678585e-05	0.697298244561038	0.325329329490653	0.0191925826653031	0.00705872924168267	0.000157637512105685	0.00323395637580517	5.89031440598323	0.0936878826551468	0.243344422887966	-0.0603751965829367	0.0563548943983489	-0.831222699470445	3.26523838285759	3	0	3	0	80	13	67	0.531295915368786	.	AL592295.4,AL592295.3,AL592295.1	AL592295.4,AL592295.5,AL592295.3,AL592295.1,AL592295.2	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA	0.341754258918644
chr1.93447131	2.0922482986039e-06	0.335785109366459	0.774024686550123	0.2902142197313	0.015500127032106	0.00237294976442957	0.000965371996610443	-4.91842221968642	-0.221765427075228	-0.0665922529654963	-0.0258029403099141	0.049177365394831	-0.624366136179626	3.53060524426889	0	0	0	0	83	0	83	1	.	.	FNBP1L	HAVANA	0.242687711575435
chr1.2291325	0.000300539234559348	0.195736085653172	0.424365747876052	0.449430214649828	0.0240952299443372	0.00649442862833405	0.00259828718606854	2.77106592497524	-0.346175565551426	-0.21912372818267	-0.0209638839087676	0.0532543779117922	-0.641421901000051	3.62915661491681	9	1	10	0	73	1	72	0.490258395757894	.	SKI	SKI	HAVANA	0.526357257657484
chr1.26345470	0.000221604156986281	0.832216758868015	0.841952705284643	0.245432948240016	0.00747213173903941	0.0188969373530881	0.117493186852972	4.3845486160178	0.0556876654627343	0.0539661429264756	-0.0312465603161323	0.0625374340655161	-0.560298828279217	2.13170599147776	13	0	13	0	70	6	64	0.803616429592791	.	CRYBG2	CRYBG2	HAVANA	0.505487440609796
chr1.41492354	0.000185213967759083	0.768688612627157	0.422166121561488	0.0624837408533731	0.00255420863272158	0.00149791586422176	0.00153803023885835	2.79603655773778	-0.0715551711082137	0.19705774619011	-0.0473589789418136	0.0644155586668511	-0.690858159198309	3.50476179177197	2	0	2	0	81	0	81	0.999999999999975	.	.	.	.	0.5026099678916
chr1.227925388	0.000159269264392685	0.52242809605702	0.52766907554814	0.0447905888353284	0.0175846435136567	0.00674292643121873	0.00681384498646849	6.62810706065904	-0.156153713819344	-0.154672693954781	-0.0517621235263556	0.0500868333174989	-0.579584475699262	3.00540762252715	3	0	3	0	80	16	64	0.999999999999993	.	WNT9A	WNT9A	HAVANA	0.494246823670827
chr1.17550940	9.09577370101318e-05	0.34978048375104	0.724702564088206	0.369636859380343	0.0690704643479697	0.00961155958577352	0.000172145319744881	-3.32436953274349	-0.229274135347582	-0.0856641508441893	-0.0232292781826544	0.0390708429562179	-0.558494477708328	4.3451309258185	0	1	1	1	81	0	82	0.65060240963856	.	ARHGEF10L	ARHGEF10L	HAVANA	0.470115203671846
chr1.25818946	0.000174503404813738	0.108538373162567	0.803714491316356	0.278394417936072	0.0359885757170311	0.0291099448457776	0.0164829997699779	3.56731112169104	-0.410919095677809	-0.061853519778867	-0.0283138546777963	0.0456804378317934	-0.479451959882398	2.73552826239942	1	1	2	0	81	0	81	0.999999999999975	.	AL020996.2,AL020996.1,MTFR1L	SELENON,AL020996.2,AL020996.1,MTFR1L	HAVANA,HAVANA,HAVANA,HAVANA	0.495426851962849
chr1.36387390	3.22372766164753e-05	0.282583900380661	0.240687221406323	0.286663729981571	0.0112894793227155	0.00709463988588259	0.000434019154657232	3.02362129917291	-0.263687405419845	-0.303569889278914	-0.0277357560196598	0.0545860884491478	-0.585572957567586	4.13261352039361	3	0	3	2	78	0	80	0.531295915368786	.	.	STK40,LSM10	HAVANA,HAVANA	0.423054566258753
chr1.153942087	0.000236740368650072	0.106182711177249	0.3590087684227	0.583444403242787	0.0340258666925334	0.211568027767021	0.0143977553260346	7.14621490505241	-0.437249369872885	-0.251401728701524	0.0168949432630123	0.0492957196600455	-0.299874090932408	3.20592645530745	18	0	18	0	65	26	39	0.753308092502688	.	DENND4B	DENND4B	HAVANA	0.508412951806353
chr1.115286244	0.000259475060733188	0.341493823492769	0.975382548859549	0.0493036867540079	0.0017479661943706	0.00694644269164874	0.00104097547409238	4.19543113531971	-0.235553427140828	-0.00764085029615378	-0.0515479137637936	0.0697205428384889	-0.588243167013531	3.72750642852453	1	0	1	0	82	4	78	0.999999999999994	.	NGF-AS1,NGF	AL049825.1,NGF-AS1,NGF	HAVANA,HAVANA,HAVANA	0.513627408329546
chr1.71090236	3.35301257594202e-05	0.90698249374864	0.672094255039268	0.101027248877173	0.00839640057470004	0.00685083514259976	0.140715760848813	-5.82766903436594	-0.0293790901999078	-0.106444040326745	-0.0423234819797946	0.0572423300867605	-0.607537415304099	1.7996286369178	7	2	9	15	59	0	74	0.492743268261347	.	ZRANB2-AS2	ZRANB2-AS2	HAVANA	0.428793141509972
chr1.58623822	0.000168323082611184	0.0840479234286393	0.362679260439975	0.341724164560973	0.00500141444042903	0.0249556701852261	0.0433642820710031	-3.66137584582761	-0.438938497494431	-0.241847557734643	-0.0250398299839736	0.0622230554379416	-0.494826269817772	2.46644555037969	11	0	11	0	72	11	61	0.0872781981126275	.	.	.	.	0.495426851962849
chr1.116986849	2.67326129773737e-05	0.282585338355682	0.176856507422954	0.416304250141324	0.0501181712265666	0.0368368451836086	0.0212063722880285	3.68051417467532	-0.270727213834596	-0.357323730368579	-0.0224879492090896	0.0429427697888342	-0.48064214783261	2.90589061952195	15	0	15	0	68	8	60	0.376137937995856	.	PTGFRN	PTGFRN	HAVANA	0.404544632186596
chr1.156248218	8.27936923432985e-05	0.580558991257836	0.999124888912449	0.332774543916645	0.024654859738972	0.131062137522956	0.000556839567059858	-6.1096090275518	-0.135883197589482	0.000262979071792059	-0.0249892077113458	0.0477351686388078	-0.336842842092621	3.8870061935936	0	2	2	11	70	0	81	0.206288568909783	.	.	PMF1-BGLAP,BGLAP,PAQR6,SMG5	HAVANA,HAVANA,HAVANA,HAVANA	0.469575048973735
chr1.246200418	8.87660094054497e-05	0.795267681347563	0.79717661085349	0.215538782104199	0.0348454039199438	0.0140798525111686	0.000675983962258574	6.74287395302394	-0.0694939669216599	-0.0695276801930895	-0.0333689952856482	0.0479394191455406	-0.56363349205836	4.02406702916439	0	7	7	0	76	5	71	0.0149668251157246	.	SMYD3	SMYD3	HAVANA	0.469575048973735
chr1.1069637	0.000157728084583396	0.814137696801022	0.397747071190725	0.123502219871795	0.00456967292883062	0.00549560599500569	0.0106729790244415	-12.3657141468473	0.0618657493308585	-0.2223688001178	-0.0412906112789992	0.0637303257958574	-0.651227190845251	3.24607687677225	14	0	14	37	32	0	69	0.160606345621213	.	.	AL390719.1,RNF223	HAVANA,HAVANA	0.494246823670827
chr1.160945171	0.000113883925368267	0.542146378097847	0.514891216669549	0.0845262826069513	0.0108546418203046	0.0254237235852317	0.0100470473404316	3.71903329829531	-0.152087470987975	-0.16904276472131	-0.0460911957025585	0.0566438108999607	-0.496963114755025	3.00099476479971	4	0	4	0	79	5	74	0.210299735527475	.	AL354714.1,ITLN2	AL354714.1,ITLN2	HAVANA,HAVANA	0.489348496849654
chr1.180956786	0.000201371989085676	0.438293306826139	0.730972410925893	0.458451035880358	0.00625027179226002	0.00937142947900576	0.00228839100091904	4.75357385770327	-0.190378628234076	-0.0869160929547668	-0.0195197779028589	0.0586228280857027	-0.576419768605671	3.41786602617914	4	0	4	0	79	11	68	0.838936232735825	.	AL162431.2	AL162431.2,KIAA1614-AS1	HAVANA,HAVANA	0.505487440609796
chr1.245607777	4.36063417888631e-05	0.882610147849807	0.547665113370688	0.137930832257219	0.0608183256629376	0.00542238495970361	0.00351469862355469	-2.93558202176711	0.0391183631551499	-0.1592487734819	-0.0396275585346771	0.0421494240040726	-0.656799354318636	3.77593799344502	15	0	15	0	68	0	68	0.724325410555107	.	KIF26B	KIF26B	HAVANA	0.438819472515461
chr1.167520084	0.000313860571835917	0.180103401583	0.098099452365628	0.636370439003734	0.161614452242745	0.0551247223067265	0.101060997635744	5.54155441167496	-0.33051870378616	-0.438443755119915	-0.0123388495441055	0.0303023635310658	-0.420686027914742	2.25690550020988	9	0	9	0	74	12	62	0.0131752288383497	.	AKR1D1P1	CD247,AKR1D1P1	HAVANA,HAVANA	0.526357257657484
chr1.3790185	0.000239143348690516	0.195633224119408	0.574412468480299	0.648724963891085	0.00724153885533434	0.019574822234898	0.000616300371790783	3.47136571754863	-0.343201915717946	-0.147631246901275	-0.0125155179898527	0.0616803175882636	-0.52755397177498	4.12718377471651	6	0	6	0	77	4	73	0.999999999999992	.	LRRC47	LRRC47,AL365330.1	HAVANA,HAVANA	0.509074760390845
chr1.36393710	1.67009449274322e-06	0.537767682509693	0.43803342049553	0.0305384353526618	0.0260734979424781	0.000118165510547244	0.000468790069358587	8.95020432186351	-0.143375141997189	0.183302600404968	-0.0536358996424521	0.0452772015558029	-0.834679814046455	3.78924745361399	1	0	1	0	82	21	61	0.65060240963856	.	LSM10	LSM10	HAVANA	0.215797148877987
chr1.99969657	3.86076295430783e-05	0.408949118618875	0.605111209818417	0.117841760941423	0.00425718710762589	0.00445714236248265	0.00111392069670209	-17.2470668051457	-0.197193907974714	-0.123167947549889	-0.041214250973104	0.0614217385761033	-0.599730424648103	4.04012024510607	0	2	2	45	36	0	81	0.206288568909783	.	AC118553.1,SLC35A3	AC118553.1,SLC35A3,AC118553.2	HAVANA,HAVANA,HAVANA	0.438819472515461
chr1.1293695	2.80498893446893e-05	0.673821420275132	0.678954686463744	0.346276803537187	0.0112801697681319	0.0105800448115112	0.000920981402178563	3.3197143008586	-0.102194973611307	0.104466153728217	-0.0243571326626914	0.0539988594911283	-0.557179739708201	3.76211134847782	6	0	6	0	77	7	70	0.237641210101282	.	ACAP3	SCNN1D,ACAP3,MIR6726	HAVANA,HAVANA,ENSEMBL	0.406676298478421
chr1.113975413	0.000158892360267656	0.33712373786971	0.484047983209236	0.24452929285827	0.0452750874301259	0.00225002927605595	0.000459024362283272	-3.79591113374399	-0.237265801074711	-0.174185888309879	-0.0302602758332609	0.0428750941494916	-0.685785632896432	4.02034983729353	3	0	3	10	70	0	80	0.999999999999993	.	HIPK1	HIPK1,OLFML3	HAVANA,HAVANA	0.494246823670827
chr1.3423623	0.000221243145012573	0.968261802062114	0.816998802894556	0.266408957833721	0.000612023732970465	0.0418090287524723	7.97391201192249e-05	-4.20056655248204	-0.0106190035122942	0.0637096322183478	-0.0301515538921952	0.0840410371852948	-0.467926842649277	4.99867421533236	16	1	17	11	55	0	66	0.0872898179898757	.	PRDM16	PRDM16	HAVANA	0.505487440609796
chr1.18883420	0.000277009412242254	0.298043384582976	0.362805989625086	0.45706075033518	0.0332248800484406	0.00678587176503914	0.00438308921363374	8.413626042073	-0.257018277660258	-0.232241017951347	-0.0198819609603548	0.0463060593974819	-0.593781805732875	3.23515018032126	1	0	1	0	82	27	55	0.65060240963856	.	ALDH4A1	ALDH4A1,MIR4695	HAVANA,ENSEMBL	0.517684028938447
chr1.39387783	0.000259178004633291	0.122271330366265	0.431678886332507	0.400999783241492	0.0778822623556559	0.0579696773658112	0.0479564228286101	2.57441685327642	-0.393363102490202	-0.201647300692145	-0.0223985146327871	0.0388425234336494	-0.417879941820159	2.49085654941389	3	0	3	0	80	1	79	0.999999999999993	.	MACF1	MACF1	HAVANA	0.513627408329546
chr1.1728321	5.45671635699384e-05	0.0813274956655199	0.319635147382284	0.128984083496784	0.391985362837495	0.0202794864971823	0.0017416112438859	2.86188020142632	-0.433846867842968	-0.248422882820806	-0.0387897381010016	0.0192885100976506	-0.495524640895031	3.49417556700011	1	0	1	0	82	3	79	0.65060240963856	.	AL031282.2,AL031282.1,SLC35E2A	CDK11A,AL031282.2,AL031282.1,SLC35E2A	HAVANA,HAVANA,HAVANA,HAVANA	0.444950982425876
chr1.3423609	1.33940956413579e-05	0.783549754751631	0.851062587483176	0.553120904533547	0.00760250016399696	0.0557703078797238	5.07846717289306e-05	-3.82945526418813	-0.0662752220631506	0.0484905716040764	-0.0156429611139233	0.0599488418653965	-0.416888663202935	4.8514201114527	10	0	10	7	66	0	73	0.114075628388354	.	PRDM16	PRDM16	HAVANA	0.341362797279482
chr1.42818192	3.65034224748552e-06	0.10614893605348	0.860424977818371	0.472570568589424	0.056800947200446	0.0145440730082225	9.31725839691085e-05	14.948170135345	-0.383193912878715	-0.0414684241748857	-0.0180812519268825	0.0392952414547464	-0.505848939171285	4.36978289476006	0	1	1	0	82	30	52	0.65060240963856	.	ERMAP	TMEM269,SVBP,ERMAP	HAVANA,HAVANA,HAVANA	0.288004077310507
chr1.3071097	3.59943239867281e-05	0.428778022312415	0.331003849530009	0.149557027359058	0.0104936523055899	0.00883551005411372	0.00217877827434417	-18.7339045964756	-0.209845889112686	-0.257180864987616	-0.0392351671536972	0.0578447197579003	-0.59422787420856	3.67518730567244	0	10	10	50	23	0	73	0.0694165970794187	.	PRDM16	PRDM16-DT,PRDM16	HAVANA,HAVANA	0.428793141509972
chr1.18906442	0.000288716039367674	0.620795970593396	0.88775685577193	0.431011073900373	0.00313218138463144	0.0267848866857357	0.00068861096870652	5.63053791572503	-0.121584118159475	0.0349261690409288	-0.0206501787651788	0.06494936660521	-0.480295139487261	3.90116177835512	0	0	0	0	83	4	79	1	.	IFFO2	ALDH4A1,IFFO2	HAVANA,HAVANA	0.523415469640295
chr1.1658471	0.000114100330730668	0.918911565911605	0.656341953207333	0.0351990054025247	0.0219598007474931	0.000258984245953746	0.00134030960746312	-23.1866379813628	0.0252682312155801	0.109248462186991	-0.0549521450868792	0.0487613629182692	-0.832188849245093	3.60002453534666	0	1	1	48	34	0	82	0.65060240963856	.	CDK11B	CDK11B,FO704657.1,SLC35E2B	HAVANA,HAVANA,HAVANA	0.489348496849654
chr1.6881398	6.45249702844367e-05	0.304542237930646	0.339627566184191	0.0868574728305072	0.00908514340669156	0.00407045417015574	0.000822976979967991	6.40292767791365	-0.247733079285391	-0.234028002526943	-0.0436239708184558	0.0552337229195297	-0.61843286331444	3.70483220694302	2	0	2	0	81	6	75	0.539817807816624	.	CAMTA1	CAMTA1	HAVANA	0.451611073582901
chr1.155124933	0.000314154508973097	0.964756678553224	0.570374562222968	0.454214356225824	0.127844634288214	0.0245775601568463	0.0933286875429076	-2.89034262590608	-0.0118244881896389	0.146408797915581	-0.0199394565841996	0.0336121031969005	-0.531371496082334	2.35691063392338	15	1	16	1	66	0	67	0.734901162068355	.	.	RF00019,EFNA1	ENSEMBL,HAVANA	0.526357257657484
chr1.63074024	0.000214656577287071	0.698764794707489	0.729643747299248	0.553450992051469	0.138573926249258	0.0203494018959464	0.00177053879247171	-23.5881064487566	-0.105324087803277	-0.0953932354713804	-0.0164697717085109	0.035291674654782	-0.544584999202113	3.71417003982751	0	9	9	56	18	0	74	0.135379507188981	.	.	AL162400.2	HAVANA	0.505487440609796
chr1.35577411	5.22287288211132e-05	0.750002862749055	0.770422220878906	0.178877181255064	0.0201649816713016	0.00966792871002425	0.0161661669478189	-16.8317877402293	-0.087433377817208	-0.0797493830673787	-0.0389107168461191	0.0545088305458687	-0.607780637338653	2.88077049034005	2	9	11	46	26	0	72	0.0715985000256735	.	AC004865.2,TFAP2E	AC004865.2,TFAP2E	HAVANA,HAVANA	0.438819472515461
chr1.243488693	7.39094001262736e-05	0.684672175723249	0.718651464484358	0.330499053277287	0.061480762819318	0.0412283602329914	0.1111478291948	3.94401213543613	-0.103756035381331	-0.0900799853519924	-0.0251504538006603	0.0404228115505796	-0.455020591793521	2.32883647839514	10	1	11	0	72	5	67	1	.	SDCCAG8,AKT3	SDCCAG8,AKT3	HAVANA,HAVANA	0.469575048973735
chr1.1232659	0.000284412810286262	0.668652619612429	0.837435438034917	0.0334907472091362	0.00110331918937777	0.0221011612781544	0.000182902934138681	-7.07234834749717	-0.110410299269515	0.053194785844951	-0.0576704999389159	0.0778657948118559	-0.511462547523263	4.61373202930441	7	1	8	25	50	0	75	1	.	B3GALT6	SDF4,B3GALT6	HAVANA,HAVANA	0.522715917662666
chr1.1232654	8.27861406110409e-05	0.544464851418607	0.923224273752606	0.00440866795495399	0.000920631165671013	0.00536577534625077	0.012698138481803	-7.13128986411288	-0.153225494739294	-0.0250716337581743	-0.0789944481173336	0.077203284830857	-0.627988766373568	2.8902634460568	9	2	11	13	59	0	72	0.518724681990118	.	B3GALT6	SDF4,B3GALT6	HAVANA,HAVANA	0.469575048973735
chr1.228630646	7.44442067409643e-05	0.279300053746983	0.310485122013157	0.423056719174787	0.033364176390584	0.0296803393255182	0.0138518475745976	2.71599396420996	-0.262999222592491	-0.25639337585736	-0.0207504103197261	0.0456005709571206	-0.466475550937539	2.80469233461877	1	0	1	1	81	1	81	0.65060240963856	.	.	RNA5S8,RNA5S9,RNA5S10,RNA5S11,RNA5S12	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL	0.469575048973735
chr1.154969961	3.59718231370149e-05	0.28746631726837	0.722047993342516	0.325834665655175	0.039161720540139	0.00362696808718612	0.00663898270005487	2.77420974842242	-0.252116127844293	-0.088913018990024	-0.0249390491799224	0.0434713836477885	-0.621233819167348	3.31131611633721	5	0	5	0	78	4	74	0.0422917356365867	.	SHC1	SHC1,CKS1B	HAVANA,HAVANA	0.428793141509972
chr1.53893181	8.05108141711088e-05	0.838892719490884	0.29492517872517	0.245775238590014	0.0136890806631789	0.323877233111105	0.00742104677064476	3.52520144113828	-0.0510013816462625	-0.265049273223013	-0.0292578289592253	0.0522042237524968	-0.225997291570188	3.23083258674192	9	1	10	0	73	5	68	0.916456872728902	.	DIO1	YIPF1,DIO1	HAVANA,HAVANA	0.469575048973735
chr1.228208346	0.000103685098202667	0.113190811837357	0.3505510049592	0.134330313782731	0.0461579613355928	0.0558137352277755	0.00168107401657113	-3.11257126308157	-0.402114304143486	-0.235557558476848	-0.0392098668833206	0.0439252337201683	-0.417943858475292	3.62112390145885	2	1	3	3	77	0	80	0.309726711724947	.	OBSCN-AS1,OBSCN	OBSCN-AS1,OBSCN	HAVANA,HAVANA	0.48478333719002
chr1.209233188	0.000274203740897679	0.401651860546165	0.599870041504629	0.0542377627667523	0.0724608864507007	0.00525948897910989	0.00413375906758494	7.69776024690089	-0.205455986529318	-0.130214638416064	-0.0505454185136867	0.0391574975443103	-0.606877932855841	3.23655606265969	0	0	0	0	83	15	68	1	.	AC092810.3,AC092810.1	AC092810.3,AC092810.1	HAVANA,HAVANA	0.517684028938447
chr1.3435916	3.20957160218514e-06	0.669612446162519	0.132972271426897	0.572055192653632	0.081308367395344	0.132427657379591	0.00216295445845424	6.14654526467636	-0.119848155847703	-0.422605726417132	0.0164591477830614	0.0410137022579061	-0.356622548655094	3.92422955826386	14	6	20	0	63	15	48	0.58795498804091	.	PRDM16	PRDM16	HAVANA	0.288004077310507
chr1.161162310	4.9911307439547e-06	0.191091212668644	0.305826127598946	0.261839885280395	0.117411612679811	0.0191529916212324	0.000128429598734883	3.498956404913	-0.338486652581353	-0.269434149707425	-0.0312285331288068	0.035905720275174	-0.525101170282844	4.63551777931307	14	0	14	0	69	2	67	0.503035854943154	.	USP21	UFC1,AL590714.1,USP21,PPOX	HAVANA,HAVANA,HAVANA,HAVANA	0.288004077310507
