methyl	methyl.p	arm2.p	arm3.p	BMI.p	age.p	expose.p	PC1.p	methyl.beta	arm2.beta	arm3.beta	BMI.beta	age.beta	expose.beta	PC1.beta	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	methyl.fdr
chr1.54951117	0.000244292826508924	0.778091988544068	0.902375618739824	0.727682045308404	0.099898556093786	0.000597613917441987	0.000491696098045733	-1.83337683341787	-0.0612410440815782	-0.0266020695111963	-0.00790292129571897	0.0309343719265806	-0.670551696529057	3.50409892053752	0	1	82	1	82	0	1	.	chr1	54951117	.	.	.	0	0.999977865727334
chr1.31619609	0.000326014866493647	0.322689671504904	0.392911959742357	0.711865204249593	0.00984957499195139	0.000465108534253655	2.33472614491367e-05	-2.68249275594883	0.231566548541307	0.19836030951992	-0.00842451214024397	0.049743614041296	-0.717779882423914	4.41782058051219	6	1	76	0	77	0	0.237641210101282	.	chr1	31619609	HCRTR1	HCRTR1	HAVANA	6	0.999977865727334
chr1.228629698	0.000509394679471414	0.231363824722832	0.348703365290033	0.800186140686452	0.118364354718538	0.012445086426252	0.00110220712870585	4.04558130434322	-0.25606879572942	-0.209890885095577	-0.0057337780415563	0.0291346827564138	-0.481840299719272	3.32682263469579	1	0	80	4	76	2	0.531295915368786	.	chr1	228629698	.	RNA5S8,RNA5S9,RNA5S10,RNA5S11	ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL	3	0.999977865727334
chr1.10402441	0.000319179213883831	0.52044689897446	0.755304818674681	0.996128604362259	0.1649093187914	0.000205015161954971	0.000222365179426938	3.84057748915941	-0.14518445843972	-0.0721522237503374	-0.000111395561388568	0.0269560564152503	-0.810169811786322	4.25178927895213	10	0	73	18	55	0	0.302230663979614	.	chr1	10402441	PGD	PGD	HAVANA	10	0.999977865727334
chr1.44525370	0.00042030208360688	0.240751149739194	0.301897776848455	0.421156530473134	0.0914682840596942	0.00293167285768217	0.00028798478001249	2.5150069722275	-0.257896926782687	-0.228826491582891	-0.0186044289546256	0.0322952761444601	-0.582296022773514	3.63265210106883	4	1	77	0	78	1	0.520158125555629	.	chr1	44525370	RNF220	RNF220	HAVANA	5	0.999977865727334
chr1.155034867	0.00036254183326889	0.392245605918146	0.102157002471225	0.483610105366919	0.197669042656887	0.00211816222291601	0.0197185970080694	-3.15912780138156	0.224724435589163	0.447644690679058	-0.0174712022810129	0.0283922189044673	-0.709412220427506	3.18143255676398	18	0	63	3	60	2	0.58795498804091	.	chr1	155034867	DCST1	DCST2,DCST1	HAVANA,HAVANA	20	0.999977865727334
chr1.182942408	0.000451093240883968	0.576245652996615	0.747598272083478	0.335791200424112	0.198771645147778	0.0010004387064027	6.66823323988793e-05	-18.8700547361319	0.135008674480522	0.0762906416476258	0.0238814950596615	0.0256029573356933	-0.671752665776313	4.16021716763067	0	36	36	0	72	11	0.0361377376022484	.	chr1	182942408	SHCBP1L	SHCBP1L,HMGN1P4,AL450304.2,RNA5SP71	HAVANA,HAVANA,ENSEMBL,ENSEMBL	11	0.999977865727334
chr1.202193022	0.000497425077670265	0.267326197970627	0.55797574865511	0.39630852663409	0.0858488502227001	0.00248843096766296	0.000203013155314163	-23.2019640998144	-0.245585176903511	-0.129554114543728	-0.0195758642663108	0.0331190490468733	-0.59085533997097	3.82010949688533	0	50	32	0	82	1	0.65060240963856	.	chr1	202193022	.	PTPRVP,LGR6	HAVANA,HAVANA	1	0.999977865727334
chr1.46472610	5.42416961847127e-05	0.587132541990881	0.719291863452775	0.287636535807165	0.00232905517525379	0.00142716900544051	0.000155870682613776	-2.36545266434902	0.125103616580645	0.0826318523742182	-0.0252636150726336	0.0608391231056242	-0.653352788416897	3.79368015300626	11	1	71	0	72	0	0.518724681990118	.	chr1	46472610	FAAHP1	FAAHP1	HAVANA	11	0.999977865727334
chr1.18674232	0.000219043731408611	0.0987327587077811	0.289127627418064	0.339492799685274	0.182435735526581	0.000843786775126754	0.00115599567590486	2.29261581763797	-0.374617937043736	-0.238971479435118	-0.0218748313797313	0.0248607037014626	-0.656935606615949	3.23693792225308	5	0	78	0	78	0	0.121523760990237	.	chr1	18674232	PAX7	PAX7	HAVANA	5	0.999977865727334
chr1.2174962	0.000612633667192138	0.161691841373114	0.274078761492599	0.947475610698938	0.0257429107313901	0.0104055681834712	0.000107928409694385	3.37175480671024	-0.32264880459397	-0.259494625195326	-0.00156004925441285	0.0440345734315323	-0.510899359051121	4.06436747849337	3	0	80	9	71	0	0.769908903908311	.	chr1	2174962	PRKCZ	PRKCZ	HAVANA	3	0.999977865727334
chr1.1682385	0.000153356134137062	0.42684006689057	0.849870656539999	0.253901304075407	0.0524300907101798	0.00556198657289748	0.000416692909567182	3.60264322508734	-0.175228674855306	0.0424663136762215	-0.0265062477472362	0.0367268062927257	-0.546772251184064	3.54439087568217	6	0	77	4	73	0	0.683988811063932	.	chr1	1682385	SLC35E2B	SLC35E2B	HAVANA	6	0.999977865727334
chr1.12506782	0.000476707531333946	0.0655555572683671	0.181209494558748	0.983777186193345	0.200623152225132	0.048661046270751	0.0246433017010496	6.82816300469474	-0.422391959727855	-0.317385709092518	-0.000471290462265626	0.0243525020466557	-0.402663410762241	2.49161518435984	12	0	68	34	34	3	0.325428565355485	.	chr1	12506782	VPS13D	VPS13D,SNORA59A	HAVANA,ENSEMBL	15	0.999977865727334
chr1.225924711	5.74882312880454e-05	0.652271084914032	0.986539825496579	0.801030974138578	0.183281173644591	0.00106653413476595	0.00023265059496761	-14.7623330896914	-0.0958501934501623	-0.00351745197382905	-0.00566831984217493	0.02441437843415	-0.622217860257655	3.64930423906746	2	50	28	0	78	3	0.520158125555629	.	chr1	225924711	.	AL117348.2,PYCR2,MIR6741	HAVANA,HAVANA,ENSEMBL	5	0.999977865727334
chr1.42818192	0.00049757820101636	0.165239321422747	0.725809394503847	0.873430610569564	0.212530333443739	0.00540299609403467	3.45505015902775e-05	10.1511752591809	-0.306397272954226	-0.0772086964068084	-0.00373585744003779	0.0238294868319664	-0.540723688991028	4.35018288769288	0	0	82	30	52	1	0.65060240963856	.	chr1	42818192	ERMAP	TMEM269,SVBP,ERMAP	HAVANA,HAVANA,HAVANA	1	0.999977865727334
chr1.10835907	8.10997082614634e-05	0.428015566129169	0.512713128759297	0.69694855777898	0.780749934369598	0.00630019605711509	0.391056323763272	-8.89629291569151	-0.165688684134733	-0.134342186307008	-0.00890614211583481	0.00506135784654734	-0.504495861658944	1.0386107283332	8	53	21	0	74	1	0.177047024438945	.	chr1	10835907	.	.	.	9	0.999977865727334
chr1.1294279	0.000529320670367395	0.723867140418678	0.836516005435656	0.647552139860026	0.0722420830123974	0.0415826937812014	0.00970967175520236	-2.75925500896251	-0.0807268451555262	-0.0474865201671809	-0.0107262943449819	0.0369683338534956	-0.404369529242762	2.79215879877443	15	0	67	9	58	1	1	.	chr1	1294279	ACAP3	SCNN1D,ACAP3,MIR6726	HAVANA,HAVANA,ENSEMBL	16	0.999977865727334
chr1.190098943	0.000102235976961868	0.703900059118599	0.901532604796984	0.693614154750541	0.178775623379954	0.000619329491012042	1.36882764663188e-05	6.47416596314695	0.0877505936118559	0.0282491135719592	-0.00952654073447178	0.0261985707933225	-0.691411633579122	4.57661002831265	0	0	74	6	68	9	0.135379507188981	.	chr1	190098943	BRINP3	BRINP3	HAVANA	9	0.999977865727334
chr1.225939469	0.000227313669500277	0.803243269740611	0.737825223763932	0.765317868134212	0.707830074574439	0.00973614813416016	0.000323741145657959	-9.9451597131519	-0.0582410093291703	0.0790858106518759	0.00697853377399158	0.00736798073805236	-0.522430714270985	3.63598944171223	0	42	31	0	73	10	0.0694165970794187	.	chr1	225939469	LEFTY2	AL117348.1,LEFTY2	HAVANA,HAVANA	10	0.999977865727334
chr1.161198327	0.000333096787803367	0.657121528029056	0.507329914314832	0.721109003247547	0.0374188003241238	0.0103783577454814	0.00363392278058419	1.76884267750795	-0.0990994905308845	0.156848834716603	-0.00826785510385512	0.0405310120948611	-0.525481437553726	3.2576721750532	13	3	67	0	70	0	0.21501170673221	.	chr1	161198327	ADAMTS4,NDUFS2	ADAMTS4,NDUFS2	HAVANA,HAVANA	13	0.999977865727334
chr1.143792441	0.000584784900400232	0.623066398402296	0.772089463633124	0.843727247831484	0.146880339758963	0.00377859032726101	0.000189874194810921	-10.774011546266	-0.11266834309646	-0.0666210284433424	-0.00484128400105143	0.0291351843509442	-0.579445099657081	3.87857800582985	1	49	26	0	75	7	0.262323136591204	.	chr1	143792441	LINC02591	LINC02591,RNU1-143P	HAVANA,ENSEMBL	8	0.999977865727334
chr1.153942010	0.000494965990138401	0.472591085433596	0.851496877465929	0.949335057308825	0.100050129545044	0.000284630313818134	0.00074429484933839	-4.33494875557536	-0.156031748043296	0.0412335031883663	-0.00146855291542205	0.0311938105259949	-0.730664841201479	3.41730825388384	0	0	83	23	60	0	1	.	chr1	153942010	DENND4B	DENND4B	HAVANA	0	0.999977865727334
chr1.5938511	0.00064186400180842	0.306825119111353	0.986460126029231	0.636940399392814	0.0758540413180132	0.00194782610355416	1.54173735997547e-05	2.02117675202684	-0.22199866859374	-0.00379781778637423	-0.0109224355375321	0.0337110643454581	-0.60513906078291	4.62312986774671	2	1	80	0	81	0	0.206288568909783	.	chr1	5938511	NPHP4	NPHP4	HAVANA	2	0.999977865727334
chr1.87152287	0.0004516586611528	0.200088007150146	0.836125045403039	0.889622406420417	0.174510631295498	0.00466355734679131	5.5495567238204e-05	-13.4180172213069	-0.280813716054116	-0.045191902274947	-0.00319372957595461	0.0258409524373262	-0.545420339486168	4.18202721352415	0	35	48	0	83	0	1	.	chr1	87152287	AC093155.3,LINC01140	AC093155.3,LINC01140	HAVANA,HAVANA	0	0.999977865727334
chr1.228283112	0.000393885545432865	0.0994623499036927	0.4395098876715	0.515190955232321	0.532437991125733	0.00734966139927899	0.000465695992806373	5.14019081225256	-0.382389568645561	-0.178260164697342	0.0149751503122764	0.0118575714580928	-0.528863059246529	3.85362129324383	13	0	70	19	51	0	0.251364399845827	.	chr1	228283112	OBSCN	OBSCN	HAVANA	13	0.999977865727334
chr1.154993068	0.000353860964112329	0.340031554199011	0.587905351649635	0.78763908084384	0.0729623495097205	0.00273761318159316	0.000337473291163938	2.86768122476461	-0.206568079839994	-0.118496255044616	-0.00615384064883088	0.0338749905118062	-0.577115633142562	3.62641789329644	0	0	83	1	82	0	1	.	chr1	154993068	FLAD1	FLAD1,LENEP	HAVANA,HAVANA	0	0.999977865727334
chr1.161215231	0.000115659450649226	0.535887414009406	0.816836684741768	0.577973343896792	0.0428478214558884	0.0010543678606016	0.247169241781728	-3.48130235893194	-0.138416183596398	-0.0506060458684904	-0.0127797889140369	0.0396506672191985	-0.661421025387	1.41254012851939	12	0	70	14	56	1	0.93085085549046	.	chr1	161215231	.	NDUFS2,FCER1G	HAVANA,HAVANA	13	0.999977865727334
chr1.144180021	0.000212448654364927	0.224599497600788	0.796327820404376	0.416865569690892	0.372235587290969	0.000665734151886986	0.000588017035354545	-7.82129652054692	-0.298290186652408	-0.0632121756801493	-0.0191153402304819	0.0172524481388085	-0.744507700186362	4.07239495008377	18	39	26	0	65	0	0.425482761469122	.	chr1	144180021	AC244015.2	AC244015.2	HAVANA	18	0.999977865727334
chr1.209233188	0.000168381818243372	0.383428275313107	0.511829814729958	0.255216289485963	0.271836202673629	0.00167272036147021	0.000444729023059717	6.98415248617106	-0.186799103533981	-0.142500918485436	-0.0259205173136654	0.020810940801085	-0.602110094479062	3.51614115386758	0	0	83	15	68	0	1	.	chr1	209233188	AC092810.3,AC092810.1	AC092810.3,AC092810.1	HAVANA,HAVANA	0	0.999977865727334
chr1.68050255	0.000269489661412099	0.471226906221234	0.770416411442809	0.927339891464543	0.022094456205998	0.000143222522892449	0.000823159848693266	-2.46502858763093	-0.158648063296591	0.0670238244220469	0.00220098529506285	0.0450966640622097	-0.779065879613428	3.81812107938432	7	0	76	0	76	0	0.383592102277566	.	chr1	68050255	GNG12-AS1,DIRAS3	GNG12-AS1,DIRAS3,ARL5AP3	HAVANA,HAVANA,HAVANA	7	0.999977865727334
chr1.247081897	9.62660556930029e-05	0.331688216358321	0.564793419161779	0.51889265965734	0.130255822020647	0.016689160735965	0.0209410028061934	-5.64630417339272	-0.212286757830771	-0.126922027032754	-0.0146294768287	0.0277800458914008	-0.472355911779195	2.64577952341007	10	0	73	27	46	0	0.590510148483276	.	chr1	247081897	.	ZNF670-ZNF695,ZNF670,AL627095.1	HAVANA,HAVANA,HAVANA	10	0.999977865727334
chr1.2303966	0.000349270300501897	0.336434223314333	0.786199730410108	0.618458158110166	0.0447366659472631	0.00100772759322075	6.35360703104733e-05	5.99443517868993	-0.208608801917559	-0.0599145504998363	-0.0114011839928584	0.038247266664045	-0.643059685517018	4.21624100741592	1	0	82	11	71	0	0.65060240963856	.	chr1	2303966	SKI	SKI	HAVANA	1	0.999977865727334
chr1.54228811	0.000107419689601035	0.340831044178668	0.94498849312986	0.972843140055239	0.645878846014943	0.0234876880680611	0.00567375741269533	6.18771255214432	-0.208189083687773	0.0150961716223855	0.000784931102087165	0.00886407088850167	-0.438085643473447	3.20039360306414	5	0	78	21	57	0	1	.	chr1	54228811	SSBP3	MRPL37,SSBP3	HAVANA,HAVANA	5	0.999977865727334
chr1.200873707	0.000379042610170786	0.934639448874071	0.599007683296663	0.605199216388881	0.482151765972446	0.000177547309844125	2.62928212329066e-05	-15.235020673936	0.0194886623567064	0.127270903024379	0.012227487485121	0.013551849581952	-0.779778392397806	4.57116898238841	13	48	15	0	63	7	0.0249039250702062	.	chr1	200873707	GPR25	GPR25	HAVANA	20	0.999977865727334
chr1.2478354	1.69632610414194e-06	0.33012141643788	0.497891097855637	0.847336150493325	0.0582448688824981	6.41602287215321e-05	0.000517155293265898	-3.67376073679368	0.211860544008689	0.14174413383749	-0.00411909466603749	0.0336652858709972	-0.757917944841088	3.30439393625283	1	0	82	0	82	0	0.999999999999994	.	chr1	2478354	PLCH2	PLCH2	HAVANA	1	0.9673522511582
chr1.179575631	0.000634807939321782	0.883609311630899	0.458417209527007	0.917048894409267	0.231257215263431	0.00054694423473917	9.28677459987821e-05	-24.2558427164802	0.0344538832116298	-0.17366251661212	0.00245210135076005	0.0235879929026931	-0.710041729756946	4.0683665790526	0	54	20	0	74	9	0.492743268261347	.	chr1	179575631	NPHS2	NPHS2,RNU5F-2P	HAVANA,ENSEMBL	9	0.999977865727334
chr1.119333869	0.000564204715374689	0.591209442558445	0.426695474783755	0.725131226102514	0.487943578035171	0.0157101861881399	0.00011121968913596	7.56266393266786	-0.115304631244153	-0.174631340041719	0.00835245847881674	0.0132753563559671	-0.473369735697315	3.88946356555112	2	0	80	35	45	1	0.531295915368786	.	chr1	119333869	LINC01780	LINC01780,RNU1-75P	HAVANA,ENSEMBL	3	0.999977865727334
chr1.228773771	0.000160188919610031	0.554265943310003	0.664893811543283	0.613953835543758	0.0202694354894087	0.0040463929037837	0.00247368732400023	8.38435161513884	-0.126498034403312	0.0953603121501608	-0.0115640201081506	0.0446908551605906	-0.546251191566814	3.10940796949365	1	0	81	39	42	1	0.206288568909783	.	chr1	228773771	.	AL078624.2	HAVANA	2	0.999977865727334
chr1.2478372	7.67104585011802e-05	0.995933487317852	0.685483394747998	0.58761869274624	0.205019884628444	0.000374446347929455	0.00272521731883168	-2.82153770172895	-0.00110237612280482	0.0876311968730715	-0.0121025607791001	0.0236169760268599	-0.688248078798632	2.97862881384329	0	0	83	0	83	0	1	.	chr1	2478372	PLCH2	PLCH2	HAVANA	0	0.999977865727334
