methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	outliers	total.NAs	zeros	non.zeros	ones	non.ones	diff.miss	ME	genes	genes_flanking	genes_type	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr1.24669485	1.08009057881899e-06	0.000945862827077025	0.000432094881280272	0.000305604037864332	0.260700036606512	-0.00260524241538965	0.177341558898371	-0.000979097315837725	-8.59598584098084e-05	-0.00740432603145392	-0.0065796529253229	-0.0156058087259198	-0.00348247791578175	0	0	0	0	99	43	56	1	.	SRRM1	SRRM1	HAVANA	0.0246685637610979	0.255529496684533	0.44562729720588	0.626500027122414	0.859759018323185
chr1.112509427	1.1891707990993e-05	3.06417190434813e-05	0.0029126360175226	0.00045325236395696	0.00168973191259611	0.0911631459164176	0.108950346383953	0.0044691046727384	-0.00308477690359612	-0.00450224322997566	0.0105205750447259	-0.0108953373207834	0.0020745833412012	8	5	13	65	21	0	86	0.0413362603940141	.	WNT2B	WNT2B	HAVANA	0.0760538254267355	0.0672740373455662	0.660821576186912	0.67003551641396	0.294019167266385
chr1.76257504	2.14665702444063e-05	0.0152325661228054	0.0103469913013857	0.000206792688970931	0.238290040926578	-0.101736136738902	0.405196242132672	-0.00767244925920417	0.00472809936559611	-0.0170354751093187	0.0120088983205776	-0.0402278344010443	-0.0120033268966835	19	0	19	0	80	6	74	0.152419979298008	.	ST6GALNAC3	ST6GALNAC3	HAVANA	0.0933399939901157	0.554905489958432	0.804866438491779	0.590037874650319	0.849545812433441
chr1.5859633	0.000106483605802223	8.00050219850688e-05	2.80432863870578e-05	0.919331679949846	0.291813302999488	0.416003120004075	0.593801018536172	0.0114712998972585	-0.0148349706253309	-0.0215277277943816	0.0312559351635537	0.0304384521561134	-0.000223644281074801	6	1	7	0	92	24	68	0.617968363727177	.	.	MIR4689,NPHP4	ENSEMBL,HAVANA	0.188640153256951	0.106788066816536	0.200501328536211	0.999952590254861	0.872260609032522
chr1.109508100	5.09763939988735e-05	0.166829555991096	0.0514431400123391	6.78352950586481e-05	0.77474692149857	0.148006267442135	0.166493990152121	-0.00109182996609265	-0.00594385335099846	-0.00671620930308838	-0.00527031341078382	-0.00899733170720622	-0.00511314209660813	1	0	1	0	98	36	62	0.636363636363626	.	AMIGO1	AMIGO1	HAVANA	0.134989431624165	0.855510412161282	0.960944864104659	0.489246359876061	0.974742320280344
chr1.228457113	2.67195231118515e-06	9.61978047167376e-06	4.41614172132438e-05	0.00768650090999492	0.0296009763518593	0.195788219587006	0.217704617598643	0.00826252365747871	-0.00797424298930384	-0.00937570406524508	-0.0101249724294775	-0.0273801238956549	0.00275498086803051	1	1	2	37	60	0	97	0.747680890538036	.	HIST3H2A	HIST3H2A,HIST3H2BB,MIR4666A	HAVANA,HAVANA,ENSEMBL	0.0361909056551717	0.0394490884298651	0.232014350773885	0.865418671728272	0.589331226941704
chr1.228773740	7.83462013846007e-05	0.0236630580886339	0.01692740858292	0.000412432596279259	0.236070519476885	0.101011216469398	0.162649321860421	4.34445144345526e-05	-0.00445015743601397	-0.00677850757868345	-0.0147608899593785	-0.0151427914279013	-0.00363806576078283	10	1	11	0	88	56	32	0.519654038252949	.	.	AL078624.2	HAVANA	0.165238717729867	0.612546715443157	0.859641029620961	0.661884990515058	0.84862524192242
chr1.5911876	7.03344273865885e-05	0.00642353164040967	0.000965748191783909	0.00806011118014377	0.836322156341922	-0.209170800842289	-0.244269169835858	-0.00854443525507678	0.00798211536830107	0.00908181221466798	-0.00335486570859463	-0.00697237257604648	-0.00312365653545001	0	0	0	0	99	22	77	1	.	NPHP4	NPHP4	HAVANA	0.15848414713691	0.453880242069064	0.532163301549725	0.865418671728272	0.982217846805555
chr1.90710524	9.67963854643467e-05	0.0524647760032562	0.00953570665020507	0.000973707212167279	0.970367479915783	0.0260927767899327	-0.156744318823799	-0.0054844963584773	-0.00117982228608192	0.00599947652590057	-0.00202974921818514	0.000323111900669629	-0.00366436008729356	3	6	9	52	38	0	90	0.61804614108499	.	.	BARHL2	HAVANA	0.180731273860455	0.713000323714436	0.795735473540575	0.721076751789967	0.997129915917964
chr1.220814127	9.7064841452528e-05	0.0120603368655416	0.0043057587319063	0.00239070468154691	0.416961847978737	-0.339387129493853	-0.125100698638423	-0.0110387786870163	0.0139791242437963	0.0048364544468953	0.0211677386743408	0.00336288003083688	-0.00552572074180594	11	0	11	0	88	28	60	0.559906925602693	.	MARC1,AL445423.2	MARC1,AL445423.2	HAVANA,HAVANA	0.180731273860455	0.526939339820208	0.703428795614384	0.790951668970218	0.911636909982129
chr1.5875036	9.715594742543e-05	0.000811013133724237	0.000191390438960553	0.0638508185484059	0.464152702526281	-0.00884467431617002	0.188114094216348	0.000737313355417922	7.39426098972777e-05	-0.00762930353777069	-0.00914993166742797	-0.0114216006613426	-0.0017939123073535	3	1	4	0	95	42	53	0.20332931673139	.	NPHP4	NPHP4	HAVANA	0.180731273860455	0.244662770231067	0.35592359228725	0.968905093799748	0.922710035297143
chr1.230752885	1.67198699282439e-06	3.0846288102905e-06	3.72962383269702e-07	0.991136044921837	0.595759722290506	-0.927527227927334	0.250339434631638	-0.00824427825620081	0.0381916366194815	-0.00902106376088432	0.0418979136868657	0.0197564841992573	-4.79704870656407e-05	6	0	6	0	93	0	93	0.582749421760761	.	AL512328.1,CAPN9	AL512328.1,CAPN9	HAVANA,HAVANA	0.0316526120801069	0.0218119322185132	0.0391587751920183	0.999952590254861	0.948530392357774
chr1.3426140	1.02947145013082e-05	2.1046997286762e-06	4.49966608431656e-05	0.0296265181904079	0.00835874791094456	-0.406249382243277	0.111972314221429	-0.00857228994674655	0.0180621326321643	-0.00406024142623563	0.0630536668941149	0.0107079709215861	-0.00495974875871219	9	2	11	0	88	10	78	0.999999999999993	.	PRDM16	PRDM16	HAVANA	0.0707357488709931	0.0177620467266673	0.23397556903621	0.940420335869929	0.446590379780302
chr1.148860661	8.17264813138806e-05	0.01289117624125	0.0125421369162583	0.0006072328585394	0.163683854076561	-0.259919492301391	0.56323803168417	-0.0115117249253557	0.0109882700847143	-0.0184108043104291	0.0155845266421955	0.0789698158859779	-0.0145033622339692	9	2	11	0	88	10	78	0.559906925602693	.	PDE4DIP	PDE4DIP	HAVANA	0.168049545864235	0.534887872685021	0.82612971255401	0.694597707227938	0.806277842380355
chr1.153960569	7.79451844420135e-05	0.0248036899198396	0.00874530625181703	0.00081882021446628	0.460346904554978	-0.232533996257051	-0.0990551412474746	-0.0083073805584206	0.00902219861399832	0.00425782351688665	-0.00133105709905763	0.0125835319197315	-0.00419614506512606	0	1	1	0	98	28	70	0.292929292929288	.	SLC39A1,AL358472.7	CRTC2,SLC39A1,AL358472.7,MIR6737,AL358472.4	HAVANA,HAVANA,HAVANA,ENSEMBL,HAVANA	0.165179691579476	0.617693177294091	0.78522503717869	0.705799108689654	0.921736356874871
chr1.212546401	0.00011930651149039	0.000195035666628369	3.32369224785995e-05	0.758198306057094	0.552315040878838	-0.842412209067505	-0.885485948965801	-0.0197818029596159	0.0333238397733775	0.0329363337205045	0.0156330049899491	-0.0245458221094282	0.00118295294146792	0	0	0	0	99	2	97	1	.	LINC01740	LINC01740	HAVANA	0.19972356051223	0.149215032105698	0.213523532484036	0.999952590254861	0.940693030459952
chr1.2383320	2.06409567266871e-06	0.000270873497683071	0.000104457405673157	0.00276108344821493	0.288292485871384	-0.42852664595774	0.0529012303678482	-0.0103243530820102	0.0164806804758786	-0.00346238165518247	-0.00500655605925406	-0.0345678341514163	-0.00666941274254969	10	1	11	0	88	32	56	0.377554869827924	.	MORN1	MORN1	HAVANA	0.0339426703929362	0.169257530495243	0.301079834033644	0.802079786270131	0.870990917661865
chr1.209675157	2.94262730487081e-07	0.0188718626861697	0.00443187160381164	7.55595400721475e-06	0.648418203497228	0.0389979598890897	-0.0994102168516122	0.00243910101449626	-0.00168167080544028	0.00396928814850564	-0.00252580642094444	0.00408041180651621	0.0033669617248448	3	9	12	61	26	0	87	0.68689411207705	.	HSD11B1-AS1	HSD11B1-AS1,G0S2	HAVANA,HAVANA	0.013423983308998	0.583457364729664	0.705250203992097	0.297575427913223	0.957297946422807
chr1.228425034	5.26721399752099e-05	6.75538953373592e-05	1.42330150142202e-05	0.748738097692562	0.436123309902138	0.335875820430404	0.270277828982191	0.0066041799537047	-0.0126286153318764	-0.00972406916901307	0.0113785848135293	0.0157314537201668	-0.000410975210816843	1	0	1	0	98	30	68	0.292929292929288	.	HIST3H3	HIST3H3	HAVANA	0.136346170201013	0.0985695250854478	0.170841164809337	0.999952590254861	0.916328594866186
chr1.16724701	6.53525931561672e-05	0.10365070196682	0.0227131533972488	0.000228991608861008	0.945293513646025	0.766467968288052	0.249092654674575	-0.00511798588838663	-0.0294416200274894	-0.00899299566129483	0.0132224408311758	0.0123767660480882	-0.0169121333552795	0	0	0	0	99	3	96	1	.	.	ESPNP	HAVANA	0.152436823860391	0.79891605479179	0.89025861724236	0.591763364651594	0.994591454180766
chr1.167439845	9.83230165761953e-05	0.000150514573586062	2.57010603031113e-05	0.949551763663153	0.545980997847876	-0.411641246247823	-0.240986212113062	-0.00802658570031004	0.0166422096605752	0.00977526157925027	0.0152188966162807	0.0160590363632486	0.000104325159325377	2	3	5	19	75	0	94	0.856697155259278	.	CD247	CD247	HAVANA	0.181465334587478	0.136289923159677	0.194231792871873	0.999952590254861	0.939491491360883
chr1.11047026	0.000100585884883484	2.25217404861777e-05	0.000601727509071797	0.0215508041690756	0.0066232185781652	-0.447433509305186	-0.316830996832903	-0.0156688773063065	0.0190085127856318	0.0149717173265376	0.0364945911049622	0.0755930692341553	-0.00552985004862274	19	1	20	0	79	36	43	0.738060636927482	.	MASP2	MASP2	HAVANA	0.184074254989495	0.0575979677650181	0.483870379825456	0.926364031603692	0.419656280401824
chr1.16631009	1.46660725001265e-05	0.793500643456367	0.439673782613098	1.21079356122979e-06	0.979515738410798	-0.0713297040291337	-0.0137672191018023	-0.00552766990265173	0.00283446985132373	0.000475813054405501	0.00072399687403303	-0.00110854834150159	-0.00456996993989374	1	1	2	0	97	28	69	0.999999999999994	.	CROCCP2	CROCCP2	HAVANA	0.0799419183873492	0.990517133931911	0.999989862604799	0.134331789948576	0.998048693478085
chr1.169909655	1.38684302046867e-05	0.0107244605829702	0.0023090334061127	0.00065052363447038	0.648751799894353	-0.162287734786886	-0.206179017287603	-0.00796472472772983	0.00642199108380252	0.0077248975984157	0.00418622847889296	-0.00461976733695555	-0.00357533902920674	7	1	8	0	91	51	40	0.420237340617482	.	.	.	.	0.0794549446465976	0.513431374811988	0.625337735690732	0.697295580158795	0.957344674467153
chr1.1218954	5.96581502335897e-05	5.88791705152605e-05	7.60977429651894e-05	0.10604192890972	0.0992893506071568	-0.0422586160210946	0.328433145953305	0.000969142006697514	0.00230843237982532	-0.013419380855572	0.0144705815272569	-0.0228572090329607	-0.00286718174849235	15	1	16	0	83	37	46	1	.	SDF4	TNFRSF4,SDF4	HAVANA,HAVANA	0.146423628303093	0.092476457505178	0.276300853014194	0.981143592333022	0.745714738240637
chr1.38047952	7.38622107507394e-05	8.8409511768167e-05	3.52680476084009e-05	0.312803704413003	0.259176006055301	0.199993780387233	0.142168719934572	0.00481576899071511	-0.00737240236842654	-0.0054154938525208	0.0102547213735369	-8.38999615102789e-05	0.000770817839679431	0	2	2	42	55	0	97	0.999999999999994	.	AL139158.2	POU3F1,AL139158.2	HAVANA,HAVANA	0.161732965128456	0.110910703859878	0.216469549695035	0.997174858538169	0.858988427142867
chr1.5833401	2.85719781381677e-05	6.38109384673273e-06	9.09013768708137e-06	0.533404737309734	0.0913202451007125	0.124685569937188	0.893266465478969	0.0134185558973899	-0.0026112440339341	-0.0350391490395096	0.0434396219693726	-0.0394449563877364	0.00227934488424218	17	1	18	0	81	8	73	0.277897468502245	.	.	.	.	0.105816821116273	0.0321879794406879	0.134667769253876	0.999952590254861	0.734986563276614
chr1.201379104	1.81886157889684e-05	0.0113518022633352	0.00798625539151737	0.000209256037203929	0.217990800231004	-0.00840463610297643	0.174854633687526	-0.0018884274455005	-0.000194722758000757	-0.00750086421271126	-0.0148550959458017	-0.0206199921407125	-0.00444715438690293	4	1	5	0	94	34	60	0.100097081862063	.	AC119427.2	TNNT2,AC119427.2,LAD1	HAVANA,HAVANA,HAVANA	0.0852183354687032	0.520261257454597	0.772800557205475	0.590459584763448	0.839882485761558
chr1.160098255	0.000110943246974844	0.104233640883008	0.0696360549532102	0.000114406543755536	0.325663717022343	0.0111430059319457	-0.104460178650547	0.0025992925469922	-0.0010145888487446	0.00378251435766775	-0.0135094462258299	-0.00534643133536243	0.00354331678356709	15	1	16	56	27	0	83	0.335885241937969	.	IGSF8	IGSF8	HAVANA	0.192516289494165	0.799605525508297	0.981459839338953	0.525647261335913	0.88418625602086
chr1.195054360	5.44895476875461e-05	1.03153798374833e-05	0.0129581925516425	0.000366540924696428	0.00010667779472752	0.332695958994038	0.131756185233878	0.00980849628610101	-0.0107480814129525	-0.00435323994189515	0.0590479023177475	0.0181135383907409	0.0054554917141257	1	2	3	0	96	46	50	0.39188646405141	.	.	.	.	0.138862940499014	0.0400876825115146	0.829138319970915	0.652230284975883	0.120815761719807
chr1.90729644	6.67692556983366e-07	9.53921686394551e-06	1.80939124720418e-05	0.00564979421540486	0.0692429926925799	0.0726542002685451	0.0564064806486791	0.00237671595339515	-0.00294898156245021	-0.0024209147644754	-0.00284922047166007	-0.00729071942558135	0.00089711538744409	1	12	13	65	21	0	86	0.139601965642544	.	.	AC092805.1	HAVANA	0.0211228074059076	0.0394399209262986	0.179717652074776	0.841413718630151	0.700369326936388
chr1.22120156	9.59708811775209e-05	0.00362748655178615	0.00135559920729129	0.00833463605774924	0.354589369603094	0.171622073623772	0.44782840739965	0.00202001393287274	-0.00597357257414577	-0.0176854108589026	0.0126470830273375	-0.0185363642527088	-0.00591859228921114	13	0	13	0	86	6	80	0.423481648740512	.	WNT4	WNT4	HAVANA	0.180506712238277	0.389442034085652	0.565354316825675	0.866421399155359	0.893777859030872
chr1.121048556	3.86067500012254e-05	0.000731454854660462	0.000123458537800367	0.0393554738785158	0.616836437765873	-0.180683410780703	-0.281791702235936	-0.00299884205632871	0.00661413360650654	0.0108469207458597	-0.00990375430746884	6.15653079982403e-05	0.00246227427595662	7	2	9	50	40	0	90	0.337082657983858	.	AC241377.2	AC241377.2	HAVANA	0.120328324947999	0.236915137506271	0.319587961376271	0.952083410890896	0.952028845241622
chr1.1519905	2.83483363193777e-05	0.151578400023288	0.0393593613616797	5.17098277037603e-05	0.889128535546195	0.0927107352749812	0.154060957564182	-0.00101543722843699	-0.00345432117080579	-0.00597792875352948	0.00313078127677323	-0.00138141380756157	-0.00406137831026182	5	1	6	0	93	26	67	0.871942138742356	.	ATAD3A	ATAD3A	HAVANA	0.105816821116273	0.844443947651077	0.944652494470424	0.470773220017338	0.988549088089473
chr1.3510792	1.26626089784433e-05	0.00716550804804112	0.00349413548944973	0.000398080545820103	0.297257276598663	-0.290047751633158	-0.274851181080028	-0.0131437903225352	0.0112751657503574	0.0113880453786001	0.00278720910423924	0.0247101003211435	-0.00590933696397481	13	1	14	0	85	40	45	0.158056669359244	.	MEGF6	MEGF6	HAVANA	0.0775471346539714	0.463682958993057	0.678592822694625	0.65691386639098	0.87426209118718
chr1.3639891	0.000107367140132161	0.00612558755939205	0.00216453366463875	0.00545913554895169	0.388536266156296	0.176404433480956	0.273444813704699	0.00174161988283417	-0.00616171638900735	-0.00982773334889954	0.0138907828963203	0.0154088352554308	-0.00341219647700189	5	2	7	0	92	25	67	0.55359519153582	.	WRAP73	WRAP73	HAVANA	0.188832158661979	0.449186954489144	0.618708602075942	0.839680962754175	0.904019156980621
chr1.202438692	3.26662736543152e-05	0.000175995325695586	0.000728353389523137	0.00544140337859903	0.0345394854636174	0.106543156305583	0.22182182316141	0.00110465462880082	-0.00349787761916326	-0.00893222868569659	0.0133266625529093	-0.013305048973133	-0.00288155076017378	11	2	13	0	86	47	39	0.293387729819117	.	PPP1R12B,AC099336.1	PPP1R12B,AC099336.1	HAVANA,HAVANA	0.111945487298756	0.143865846585119	0.503155247088976	0.839482049913094	0.608478217080273
chr1.147908240	0.000112251810117134	0.0151075225353534	0.0021286070095616	0.00599849639033553	0.99212953047013	-0.462289891565674	-0.568796443284312	-0.0204779122535683	0.0176919975948251	0.0216339112655151	-0.00329527231129843	-0.00259354775416159	-0.00787045304588978	11	1	12	0	87	10	77	0.999999999999965	.	GJA8	GJA8	HAVANA	0.193897668977257	0.553790388897035	0.61711269842486	0.844197242823019	0.999340710726761
chr1.159780653	3.62270926188919e-08	4.04786222098061e-07	1.00307259487714e-05	0.000722717699990176	0.0078580896883795	-0.00784122892543476	-0.0980783898073993	8.29162285740429e-05	1.32987082418864e-05	0.00405387232441359	-0.00660001895028044	0.00748254006521791	0.00159856538710283	3	7	10	72	17	0	89	0.00385805978327889	.	.	DUSP23	HAVANA	0.00350429568215072	0.00860867659979362	0.145138869167785	0.703365444217873	0.439551924412379
chr1.200041036	6.88566144596954e-05	0.0103382614164862	0.00476240289154079	0.00160283545084553	0.328039666140472	0.0351215760842205	0.110777222933801	0.0039502640343609	-0.00117571446836071	-0.00440082423936985	0.00358795692079391	-0.00543368172695292	0.00203621649949543	7	12	19	64	16	0	80	0.366973518794965	.	NR5A2	NR5A2	HAVANA	0.157045893322885	0.508466524178156	0.713230541863225	0.762504251265199	0.884889062146562
chr1.245673058	8.72426056526672e-05	0.0016444351563458	0.000206001940858746	0.0522168720244893	0.848297204597906	-0.288710862539905	-0.104191182450832	-0.00219178223773802	0.0111832051224287	0.0036870183196641	-0.00273296314886855	-0.00693287489916356	0.00236309883850144	1	1	2	0	97	26	71	0.532467532467543	.	KIF26B	KIF26B,AC104462.1	HAVANA,HAVANA	0.173482809305811	0.310268290850934	0.364206649488747	0.962829977249757	0.983675494085721
chr1.1485110	6.32990721275885e-05	4.91444517272731e-05	1.687318784095e-05	0.795927088057357	0.290925331488919	0.287530842311315	0.121875406927219	0.00468913097526361	-0.0114901390608303	-0.00424371243992955	-0.00922185303041408	0.00807490925540498	-0.000291136158071837	6	1	7	0	92	41	51	1	.	ATAD3B	ATAD3B	HAVANA	0.150124862796622	0.0847114865694286	0.17551723142345	0.999952590254861	0.871918060127366
chr1.2405771	3.51663169651266e-05	5.45819746165775e-06	1.99993963163914e-05	0.247718621633686	0.0371134815501613	0.224645157946742	0.838271494723484	0.00984411292384027	-0.00780417128978796	-0.0348749284226282	0.0116489896994267	-0.0716716772890956	-0.00420533659426725	5	0	5	0	94	4	90	0.999999999999976	.	PEX10	RER1,PEX10	HAVANA,HAVANA	0.115196518139271	0.0301195974042491	0.18686174592473	0.995113378016833	0.618138148399992
chr1.68162221	1.75475809911622e-05	0.00394525018937019	0.000564309095797443	0.00353750687784411	0.826838075953261	0.254778066823914	0.335158492120159	0.0027387568379702	-0.0101938589383285	-0.0131314586063326	-0.00813607612637596	-0.00848812146955123	-0.0046338665368037	1	1	2	0	97	23	74	0.747680890538036	.	GNG12-AS1,WLS,CTBP2P8	GNG12-AS1,WLS,CTBP2P8	HAVANA,HAVANA,HAVANA	0.0847646646001806	0.398983035737785	0.478140881021709	0.815636914874912	0.981120254391881
chr1.15521813	4.59843579212905e-05	8.90225583935396e-05	1.19806166702314e-05	0.822380903340218	0.652099829720794	-0.450627195258142	-0.438824459164704	-0.0114543094143396	0.018151083518755	0.017611983190268	0.0140994492590339	0.0188410243641003	0.000459772550158796	17	0	17	0	82	30	52	0.21062543573859	.	CASP9	CASP9,DNAJC16	HAVANA,HAVANA	0.131032262055196	0.111095106873095	0.157610571303029	0.999952590254861	0.95787237209108
chr1.9762588	2.75320393959436e-05	0.00104624845875502	0.00112164742192484	0.00270081200544371	0.121657837916918	0.100727095850917	0.207435502686306	0.000855821796494803	-0.00383428338913992	-0.00866015406575203	0.000167252997506939	-0.0185602213863805	-0.00308828641057594	3	0	3	0	96	28	68	0.0232962913375285	.	CLSTN1	CLSTN1	HAVANA	0.104111107513325	0.264367083868282	0.549815858203563	0.802079786270131	0.77029599143878
chr1.1180295	7.99920297777838e-05	0.0198833614849368	0.00464795340946627	0.00184206814124808	0.656761167603015	-0.244540493778468	-0.563175329906355	-0.0200319352747851	0.00994983785817622	0.0224936161984867	0.0178762707554533	0.0273538634754724	-0.00962178176523399	14	0	14	0	85	6	79	0.999999999999987	.	TTLL10	TTLL10-AS1,TTLL10	HAVANA,HAVANA	0.1657485987183	0.590095746201647	0.710975956858546	0.775712583794367	0.958568087648196
chr1.110472761	6.65586665628105e-05	0.0656981829728358	0.0284908270169962	0.000181139760676761	0.446821707520603	0.162997252914093	0.325387628462416	-0.00163425930188887	-0.00532305289651417	-0.0121435773656912	0.0227884807859214	0.00852130023247125	-0.00724656073976492	2	0	2	0	97	6	91	0.747680890538036	.	AL358215.2	AL358215.2,AL358215.3	HAVANA,HAVANA	0.154347322512243	0.741605325565376	0.912479426312983	0.584570842482592	0.918652420165883
chr1.143904153	9.77479455453268e-08	0.00537101497010622	0.0325583239062492	1.9730670576589e-07	0.0244202172130953	0.035748875744304	0.0745430139050787	0.00392762304427434	-0.00101049826907353	-0.00299815725885505	0.00924964296703159	-0.00353321499874278	0.00261738227521292	0	4	4	53	42	0	95	0.679398657307362	.	AC239798.2,HIST2H3PS2	AC239798.2,HIST2H3PS2,AC246680.1	HAVANA,HAVANA,HAVANA	0.00669749780570577	0.434286980146749	0.925356634945427	0.0594390001046106	0.566103227538889
chr1.29231309	0.000117744873747969	0.00105153069942999	0.000772538060354726	0.0175213315376835	0.171255099719744	0.0652099838810552	-0.279022368688389	0.000811232550864323	-0.0020485206976384	0.0119770738297256	0.0158961941904357	0.0329134234788384	0.00420754634537484	1	0	1	5	93	0	98	0.636363636363626	.	.	MECR	HAVANA	0.198588262535378	0.264930079175975	0.511016524619189	0.916626525338768	0.811431651711985
chr1.243332660	0.000108880330612778	0.00018909561028555	7.07348355755656e-05	0.217940149928083	0.283886646546573	-0.041262711380409	0.154871612721936	0.0003074507476951	0.00212640087126819	-0.00590527578514644	0.0118587800428987	0.00117117127774305	-0.00106160058187538	0	2	2	0	97	7	90	0.199340342197489	.	SDCCAG8	SDCCAG8	HAVANA	0.190474902883577	0.147581899244755	0.272578807844912	0.994346480695932	0.869161426692751
chr1.47445242	0.000108400486753117	0.00450775763196389	0.00586390590691056	0.00189370243735804	0.113016988365858	-0.201702010752995	-0.208771192977605	-0.00758512983052986	0.00717814785517214	0.00698730196480708	-0.015087107587536	-0.0237084612198646	-0.00350671481034382	3	7	10	55	34	0	89	0.0236384474084481	.	.	FOXD2	HAVANA	0.190039805578772	0.41271117454503	0.733984774462527	0.77635187446167	0.761689710803258
